probe	chr	start	end	info	gene	IFAh2	IFAh2cis	IFAh2trans	IFBh2	IFBh2cis	IFBh2trans	rho	
1144465	8	38239230	38239290	AB018268	DDHD2	0.388	-0.004	0.392	0.059	0.211	-0.151	0.018	
1153798	8	133094823	133094883	D63477	KIAA0143	0.752	0.288	0.464	0.474	0.528	-0.054	0.483	
1166421	8	24414229	24414289	AF090327	ADAM7	0.089	0.038	0.051	0.010	0.056	-0.046	-0.024	
1338899	8	142275017	142275077	AB020677	KIAA0870	0.337	0.182	0.156					
1363246	8	39378120	39378171	AJ132820	TMDCII	0.246	-0.052	0.298	0.097	0.162	-0.065	-0.004	
10000544793	8	20122898	20122958	NM_001693	CR617043	0.389	-0.079	0.469	0.253	0.216	0.037	0.112	
10000544810	8	27374306	27374366	NM_000742	CHRNA2	0.334	-0.105	0.439	0.169	-0.160	0.329	-0.065	
10000544843	8	39720421	39720481	NM_001464	ADAM2	0.184	0.048	0.136	-0.031	-0.139	0.108	-0.041	
10000544985	8	120005783	120005843	NM_002546	TNFRSF11B	0.435	0.246	0.188	0.126	-0.027	0.154	0.081	
10000545053	8	95208568	95208628	NM_004063	CDH17	0.097	-0.090	0.186	0.122	0.092	0.030	-0.044	
10000545067	8	11733806	11733866	NM_004462	FDFT1	0.350	0.051	0.299	0.645	0.381	0.264	0.202	
10000545140	8	95331183	95331243	NM_005261	GEM	0.190	0.075	0.115	-0.175	0.013	-0.188	0.063	
10000545167	8	143760976	143761036	NM_005672	PSCA	0.595	0.433	0.163	0.121	-0.016	0.138	0.194	
10000545189	8	98224651	98224711	NM_006102	PGCP	0.228	0.007	0.221	0.227	0.162	0.065	0.063	
10000545208	8	23592280	23592340	NM_006167	NKX3-1	0.345	0.112	0.233	0.493	0.630	-0.137	0.082	
10000545279	8	134310686	134310746	NM_003882	WISP1	-0.010	0.046	-0.056	-0.028	0.200	-0.228	0.035	
10000545287	8	22112757	22112816	NM_006130	BMP1	0.507	0.253	0.254	0.354	-0.092	0.446	-0.034	
10000545355	8	76633769	76633828	NM_004133	HNF4G	0.122	-0.054	0.175	-0.083	-0.027	-0.056	0.057	
10000545425	8	120188268	120188328	NM_006438	COLEC10	0.454	-0.097	0.551	0.110	-0.001	0.111	-0.068	
10000545465	8	30539002	30539047	NM_006867	RBPMS	0.323	0.186	0.137	-0.109	0.005	-0.113	0.090	
10000545490	8	124329883	124329942	NM_007222	ZHX1	0.386	-0.175	0.562	0.154	-0.041	0.195	0.066	
10000545525	8	95453749	95459601	NM_012415	RAD54B	0.235	0.047	0.188	0.439	0.101	0.339	0.066	
10000545538	8	26683166	26683226	NM_000680	ADRA1A	0.470	0.163	0.307	0.035	-0.023	0.058	0.063	
10000545564	8	27511436	27511496	NM_001831	CLU	0.116	0.075	0.042	0.639	-0.032	0.671	0.077	
10000545575	8	145224319	145224379	NM_001916	CYC1	0.105	-0.140	0.245	0.106	0.090	0.016	0.017	
10000545632	8	57085372	57085432	NM_002350	LYN	0.166	0.157	0.009	0.153	0.030	0.124	-0.071	
10000545643	8	59658657	59658717	NM_003580	NSMAF	0.274	0.199	0.075	0.175	-0.045	0.220	-0.055	
10000545753	8	37939733	37939793	NM_000025	ADRB3	0.366	0.121	0.246	0.099	-0.015	0.115	-0.048	
10000545787	8	64092719	64099055	NM_003878	GGH	0.746	0.457	0.289	0.190	0.293	-0.103	0.114	
10000545793	8	62578373	62578433	NM_004318	ASPH	0.166	0.123	0.043	0.125	-0.175	0.300	-0.013	
10000545805	8	65671272	65671325	NM_004820	CYP7B1	0.165	0.161	0.005	0.029	0.006	0.023	-0.039	
10000545978	8	24867656	24867716	NM_006158	NEFL	0.210	0.097	0.114					
10000546012	8	39081387	39081447	NM_003816	ADAM9	0.363	0.106	0.257	0.051	-0.011	0.062	0.046	
10000546047	8	22110844	22114601	NM_006131	BMP-1	0.055	-0.039	0.095	0.004	-0.136	0.140	-0.035	
10000546071	8	2080491	2080551	NM_003970	MYOM2	0.655	0.462	0.194	0.628	0.488	0.139	0.059	
10000546162	8	86548439	86548499	NM_005181	CA3	0.204	0.003	0.201	0.193	0.137	0.056	0.003	
10000546206	8	57188248	57188308	NM_005372	MOS	0.141	0.091	0.051	0.046	0.080	-0.035	-0.030	
10000546239	8	37754663	37754723	NM_007198	PROSC	0.113	-0.068	0.181	0.020	-0.027	0.047	-0.017	
10000546257	8	73096039	73096098	NM_007332	TRPA1	0.060	0.008	0.052	-0.033	0.027	-0.060	0.004	
10000546270	8	106885396	106885456	NM_012082	ZFPM2	0.258	-0.058	0.316	-0.116	-0.155	0.039	0.008	
10000546303	8	104150071	104150131	NM_001695	ATP6V1C1	0.256	0.211	0.045	-0.056	-0.067	0.011	-0.027	
10000546341	8	26571547	26571607	NM_001386	DPYSL2	0.130	-0.047	0.176	0.232	-0.071	0.303	0.042	
10000546342	8	29249921	29249981	NM_001394	DUSP4	0.237	0.014	0.224	0.405	0.058	0.347	-0.028	
10000546343	8	86313787	86313847	NM_001951	E2F5	0.280	0.056	0.224	0.517	-0.133	0.649	-0.003	
10000546421	8	42151994	42152054	NM_000930	PLAT	0.246	-0.045	0.291	0.180	-0.110	0.290	-0.004	
10000546424	8	42348402	42348462	NM_002690	POLB	0.506	0.001	0.505	0.113	0.010	0.103	-0.009	
10000546469	8	41241319	41241379	NM_003012	SFRP1	0.616	-0.046	0.662	0.046	0.036	0.011	-0.016	
10000546566	8	42726942	42727002	NM_004198	CHRNA6	0.330	-0.034	0.365	0.088	0.012	0.076	0.058	
10000546590	8	74013076	74013136	NM_004770	KCNB2	0.107	-0.118	0.224	-0.180	-0.070	-0.110	0.002	
10000546638	8	81110393	81110453	NM_005079	TPD52	0.508	0.401	0.107	0.317	0.178	0.139	0.142	
10000546664	8	133145267	133145327	NM_005712	HERV-H-HHLA1	0.205	-0.336	0.542	0.126	0.093	0.032	-0.059	
10000546695	8	134318638	134318698	NM_006096	NDRG1	0.297	0.060	0.237	0.182	0.170	0.012	0.042	
10000546724	8	38829130	38829190	NM_006283	TACC1	0.200	-0.070	0.270	-0.018	-0.050	0.032	-0.033	
10000546846	8	91140136	91140196	NM_004929	CALB1	0.061	-0.094	0.155	0.020	-0.088	0.108	0.056	
10000546872	8	86580625	86580685	NM_000067	CA2	0.120	0.161	-0.041	0.515	0.407	0.108	0.229	
10000546879	8	118881123	118881183	NM_000127	EXT1	0.319	-0.065	0.384	0.364	0.120	0.243	-0.003	
10000546927	8	103730541	103730598	NM_005655	KLF10	-0.006	0.079	-0.085	0.088	0.215	-0.128	0.067	
10000546949	8	18124379	18124439	NM_000662	NAT1	0.458	0.352	0.106	0.044	0.080	-0.036	0.123	
10000546968	8	79677608	79677668	NM_006823	PKIA	0.203	-0.075	0.278	0.276	0.112	0.163	0.017	
10000546970	8	134118441	134118501	NM_006748	TG	0.253	0.174	0.079	0.053	0.096	-0.044	0.109	
10000547007	8	42147785	42147845	NM_006803	AP3M2	0.538	0.280	0.258	0.242	-0.095	0.338	0.089	
10000547096	8	59565565	59565625	NM_000780	CYP7A1	-0.025	-0.026	0.001	0.133	-0.054	0.187	-0.001	
10000547098	8	6780771	6780831	NM_001925	DEFA4	0.094	-0.066	0.160	0.464	-0.059	0.523	0.423	
10000547107	8	21995812	21995874	NM_001978	EPB49	0.189	0.357	-0.167	0.040	-0.001	0.041	-0.004	
10000547139	8	79807926	79807986	NM_000880	IL7	0.157	0.190	-0.034	0.145	-0.022	0.167	-0.042	
10000547148	8	23210645	23210705	NM_002318	LOXL2	0.195	0.188	0.007	0.147	0.247	-0.100	-0.129	
10000547197	8	78057738	78057798	NM_000318	PXMP3	0.111	0.163	-0.052	0.199	-0.087	0.286	0.120	
10000547227	8	20046652	20046712	NM_003053	SLC18A1	0.012	-0.131	0.143	0.511	0.322	0.189	0.072	
10000547254	8	9671741	9671801	NM_003747	TNKS	0.127	0.152	-0.025	0.197	-0.159	0.356	-0.122	
10000547270	8	55034159	55034218	NM_003702	RGS20	0.391	0.200	0.191	0.000	0.175	-0.175	-0.037	
10000547295	8	22164318	22164378	NM_001722	POLR3D	0.324	0.024	0.300	0.083	0.010	0.072	-0.027	
10000547540	8	31150641	31150701	NM_000553	WRN	0.209	0.223	-0.014	0.122	0.084	0.038	0.088	
10000547547	8	42393229	42393289	NM_006749	SLC20A2	0.326	-0.031	0.357	0.140	-0.002	0.142	0.096	
10000547561	8	41907662	41907722	NM_006766	MYST3	0.370	-0.017	0.386	-0.038	0.122	-0.160	0.052	
10000547608	8	8692320	8692380	NM_004225	MFHAS1	0.112	-0.018	0.130	0.200	0.054	0.146	-0.018	
10000547612	8	91126259	91126319	NM_001359	DECR1	0.294	0.222	0.071	0.114	0.224	-0.110	0.007	
10000547651	8	134213345	134214928	NM_003235	TG	0.079	-0.190	0.269	0.054	0.107	-0.053	-0.004	
10000547674	8	72916349	72916385	NM_005098	MSC	0.422	-0.000	0.423	0.092	-0.023	0.115	-0.019	
10000547761	8	48848242	48848302	NM_006904	PRKDC	0.365	-0.001	0.366	0.299	-0.034	0.333	-0.038	
10000547850	8	6769681	6769740	NM_001926	DEFA6	-0.007	0.114	-0.121	0.017	0.045	-0.028	-0.049	
10000547859	8	27458284	27458344	NM_001979	EPHX2	0.173	-0.023	0.196	0.399	0.043	0.357	0.065	
10000547874	8	25332692	25332752	NM_000825	PPP2R2A	0.333	0.183	0.150	0.020	-0.043	0.063	0.092	
10000547878	8	30555804	30555864	NM_002095	GTF2E2	0.252	0.040	0.212	0.025	0.083	-0.058	0.042	
10000547982	8	17466886	17466945	NM_003046	SLC7A2	-0.015	-0.013	-0.002	0.130	0.079	0.051	0.098	
10000548044	8	39904879	39904939	NM_002164	INDO	0.355	-0.154	0.509	0.619	0.090	0.529	0.136	
10000548082	8	22601623	22601683	NM_004430	EGR3	0.120	-0.068	0.189	0.140	0.072	0.068	0.023	
10000548265	8	82733079	82733139	NM_005536	IMPA1	0.366	0.009	0.357	0.133	0.264	-0.130	0.116	
10000548282	8	21960038	21960090	NM_003867	UNQ161	0.074	0.087	-0.013	-0.079	-0.014	-0.065	0.031	
10000548289	8	23105095	23105155	NM_003844	TNFRSF10A	0.240	0.256	-0.016	0.035	-0.010	0.046	0.066	
10000548376	8	131861892	131861952	NM_001115	ADCY8	0.029	-0.038	0.066	-0.042	0.165	-0.207	0.060	
10000548377	8	6347833	6347893	NM_001147	MCPH1	0.378	0.187	0.191	0.103	0.011	0.092	-0.062	
10000548405	8	126103219	126103279	NM_003129	SQLE	0.293	-0.136	0.429	0.115	0.224	-0.109	0.210	
10000548408	8	133210610	133210670	NM_004519	KCNQ3	-0.014	0.123	-0.137	0.007	0.018	-0.011	0.015	
10000548439	8	48812148	48812208	NM_005195	CEBPD	0.180	0.095	0.085					
10000548481	8	37730653	37730713	NM_007175	ERLIN2	0.325	-0.042	0.367	0.118	0.277	-0.159	-0.036	
10000548523	8	10323724	10323784	NM_012331	MSRA	0.132	0.043	0.089	0.377	0.084	0.293	0.104	
10000548539	8	145511044	145511104	NM_012079	DGAT1	0.313	0.051	0.263	0.112	0.158	-0.045	-0.000	
10000548556	8	86428005	86428065	NM_001738	CA3	0.179	-0.305	0.484	0.044	-0.027	0.071	0.251	
10000548580	8	11739501	11739561	NM_001908	CTSB	0.362	0.169	0.192	0.508	0.546	-0.038	0.315	
10000548595	8	28666530	28666590	NM_001440	EXTL3	-0.015	0.181	-0.196	0.057	-0.019	0.076	-0.046	
10000548603	8	21595142	21595194	NM_001495	GFRA2	0.330	0.019	0.311	0.180	0.081	0.100	0.123	
10000548605	8	143925063	143925123	NM_002066	GML	0.242	-0.288	0.530	-0.002	0.003	-0.004	-0.044	
10000548662	8	82516853	82516913	NM_002677	PMP2	0.087	-0.044	0.131	0.176	-0.071	0.247	-0.080	
10000548667	8	26283971	26284031	NM_002717	PPP2R2A	0.369	-0.033	0.401	-0.084	0.001	-0.085	0.048	
10000548683	8	61695953	61696013	NM_002865	RAB2A	0.494	-0.049	0.542	0.079	0.087	-0.008	0.056	
10000548707	8	22076963	22077359	NM_003018	SFTPC	0.014	0.021	-0.007	0.127	0.091	0.036	0.013	
10000548794	8	17958300	17958360	NM_004315	ASAH1	0.416	0.060	0.356	0.290	0.081	0.210	-0.022	
10000548800	8	95962080	95962140	NM_004702	CCNE2	-0.058	0.158	-0.216	0.334	0.188	0.147	-0.042	
10000548812	8	110646076	110646136	NM_004215	EBAG9	0.115	-0.016	0.131	0.056	-0.051	0.107	0.068	
10000548886	8	6715549	6715609	NM_005218	DEFB1	0.566	0.378	0.188	0.393	0.156	0.237	-0.033	
10000548926	8	99184061	99184121	NM_005836	HRSP12	0.293	0.098	0.195	-0.031	0.010	-0.041	0.095	
10000548959	8	17544765	17544825	NM_006207	PDGFRL	0.012	0.014	-0.002	0.050	-0.002	0.052	0.016	
10000548975	8	143990445	143990505	NM_000498	CYP11B2	0.190	-0.038	0.228	0.103	-0.103	0.207	0.016	
10000548983	8	120649604	120649664	NM_006209	ENPP2	0.272	0.019	0.252	0.164	-0.052	0.216	0.077	
10000549010	8	136728958	136729018	NM_006558	KHDRBS3	0.341	0.380	-0.040	0.445	0.053	0.392	0.105	
10000549039	8	22114862	22114922	NM_001199	BMP-1	0.368	0.018	0.351	0.038	0.282	-0.244	-0.032	
10000549041	8	124762320	124762380	NM_004306	ANXA13	0.194	-0.043	0.238	0.013	0.072	-0.060	-0.007	
10000549105	8	71186823	71186883	NM_006540	NCOA2	0.158	0.008	0.150	-0.081	0.050	-0.131	-0.036	
10000549270	8	80839052	80839112	NM_012258	HEY1	0.151	-0.139	0.291	0.663	0.334	0.329	0.039	
10000549294	8	80729781	80729841	NM_007029	STMN2	0.306	0.154	0.152	0.081	-0.054	0.135	0.023	
10000549324	8	42710948	42711008	NM_000749	CHRNB3	-0.052	-0.157	0.104	0.034	-0.118	0.153	-0.024	
10000549400	8	16041343	16041403	NM_002445	MSR1	0.246	-0.061	0.306	0.558	0.492	0.067	0.083	
10000549408	8	54304390	54304450	NM_000912	OPRK1	0.100	-0.034	0.134	0.071	-0.140	0.210	-0.010	
10000549492	8	120812195	120812255	NM_003184	TAF2	0.465	0.018	0.446	0.090	0.124	-0.034	-0.010	
10000549503	8	110200932	110200989	NM_003301	TRHR	0.076	-0.029	0.105	-0.038	-0.016	-0.022	0.045	
10000549505	8	64136254	64136314	NM_000370	TTPA	0.068	-0.116	0.184	0.192	-0.077	0.269	-0.017	
10000549533	8	19868547	19868607	NM_000237	LPL	0.371	0.036	0.335	0.529	0.215	0.313	0.046	
10000549560	8	26324193	26324253	NM_004331	BNIP3L	0.126	-0.001	0.126	0.101	-0.038	0.139	0.019	
10000549591	8	23346320	23346380	NM_004901	ENTPD4	0.042	-0.117	0.159	-0.000	0.282	-0.282	0.042	
10000549676	8	22454520	22454580	NM_005605	PPP3CC	0.253	-0.130	0.382	0.132	0.036	0.096	-0.062	
10000549695	8	89122178	89122238	NM_005941	MMP16	-0.018	-0.037	0.019	0.115	0.098	0.017	0.047	
10000549724	8	55705530	55705590	NM_006269	RP1	0.081	0.050	0.031	0.127	0.034	0.093	0.056	
10000549742	8	57516390	57516450	NM_006211	PENK	0.305	0.027	0.278	-0.010	-0.160	0.150	0.054	
10000549754	8	95513533	95513593	NM_006550	RAD54B	0.030	-0.048	0.079	0.356	0.216	0.141	0.076	
10000549762	8	30160512	30160572	NM_006571	DCTN6	0.188	-0.002	0.190	-0.092	-0.078	-0.014	-0.056	
10000549772	8	90871713	90871773	NM_003821	RIPK2	0.136	-0.084	0.220	0.155	-0.132	0.286	0.033	
10000549776	8	23051065	23051125	NM_003840	TNFRSF10D	0.114	-0.014	0.128	-0.059	-0.057	-0.001	0.027	
10000549794	8	104413680	104413740	NM_003506	FZD6	0.266	0.228	0.038	0.419	0.269	0.150	0.002	
10000549848	8	144766022	144766082	NM_003313	TSTA3	0.212	-0.102	0.313	0.114	0.082	0.032	0.052	
10000549850	8	38187253	38187313	NM_004874	BAG4	0.013	0.073	-0.060	-0.118	0.049	-0.167	0.033	
10000549865	8	82557924	82557984	NM_001442	FABP4	0.185	0.066	0.119	-0.139	-0.150	0.011	-0.021	
10000549870	8	18302691	18302751	NM_000015	NAT2	0.194	-0.174	0.368	-0.012	0.128	-0.140	-0.060	
10000549906	8	105474187	105474234	NM_001385	DPYS	0.058	0.295	-0.237	-0.019	-0.106	0.087	-0.078	
10000549926	8	72272304	72272364	NM_000503	EYA1	0.516	0.165	0.350	-0.073	0.037	-0.110	-0.010	
10000550053	8	108331233	108331293	NM_001146	ANGPT1	0.290	-0.064	0.355	0.402	0.189	0.212	-0.002	
10000550061	8	11459460	11459517	NM_001715	BLK	0.706	0.020	0.687	0.395	-0.281	0.676	0.096	
10000550141	8	144311160	144311220	NM_002347	LY6H	0.176	-0.058	0.235	0.004	-0.001	0.005	-0.029	
10000550152	8	120505596	120505656	NM_002514	NOV	0.176	0.003	0.173	0.233	0.144	0.089	0.030	
10000550231	8	23755809	23755870	NM_003155	STC1	0.151	-0.009	0.160	-0.099	-0.012	-0.087	0.018	
10000550281	8	67251344	67251404	NM_000756	CRH	0.136	0.034	0.102	0.010	0.003	0.007	0.031	
10000550300	8	38116141	38116201	NM_004674	ASH2L	0.203	-0.225	0.428	0.085	0.109	-0.024	-0.036	
10000550304	8	91009046	91009106	NM_004337	OSGIN2	0.340	0.499	-0.160	0.076	0.118	-0.042	0.007	
10000550305	8	93040453	93040513	NM_004349	RUNX1T1	0.302	-0.159	0.461	-0.062	0.116	-0.179	-0.068	
10000550319	8	38033766	38033826	NM_004095	EIF4EBP1	0.179	0.230	-0.051	0.184	0.012	0.172	-0.011	
10000550327	8	32705261	32705321	NM_004495	NRG1	-0.034	-0.203	0.169	0.316	0.270	0.046	0.002	
10000550401	8	143623306	143623366	NM_001702	BAI1	0.045	0.173	-0.128					
10000550407	8	30743903	30743963	NM_005671	UBXN8	0.439	0.249	0.190	0.093	0.086	0.006	0.051	
10000550445	8	61284006	61297795	NM_004056	CA8	0.208	-0.040	0.248	0.156	-0.120	0.276	-0.011	
10000550447	8	101233279	101233320	NM_005034	POLR2K	0.331	-0.011	0.341	0.092	-0.010	0.102	-0.038	
10000550459	8	17916498	17916558	NM_006197	PCM1	0.270	-0.123	0.393	0.009	0.075	-0.066	0.081	
10000550469	8	99536241	99536301	NM_006281	STK3	-0.062	0.015	-0.077	0.028	0.043	-0.015	0.079	
10000550545	8	22125573	22125636	NM_006129	BMP-1	0.236	-0.006	0.242	0.159	-0.023	0.182	-0.010	
10000550573	8	87642377	87642437	NM_003909	CPNE3	0.340	0.004	0.336	0.164	-0.023	0.187	0.061	
10000550576	8	57236050	57236110	NM_002655	PLAG1	0.320	-0.298	0.618	0.232	-0.075	0.307	0.037	
10000550609	8	17766275	17766335	NM_004467	LFIRE1	-0.059	-0.017	-0.042	0.011	0.022	-0.012	0.007	
10000550648	8	145509126	145509186	NM_005526	HSF1	0.098	0.041	0.057	0.052	0.003	0.049	-0.018	
10000550677	8	122695145	122695205	NM_005328	HAS2	0.175	-0.095	0.270	0.007	0.278	-0.271	-0.031	
10000576614	8	123967330	123967390	R10311_RC	ZHX2	0.017	-0.143	0.161	0.021	-0.013	0.034	0.024	
10000618565	8	27783774	27783834	Contig29982_RC	SCARA5	0.312	-0.102	0.414	0.099	0.095	0.004	-0.058	
10000618628	8	93171949	93172009	Contig21478_RC	RUNX1T1	0.175	0.068	0.108	-0.078	0.146	-0.224	-0.036	
10000618889	8	144175050	144175110	NM_002346	LY6E	0.182	0.062	0.120	0.132	-0.001	0.133	0.269	
10000619121	8	117855723	117855783	Contig43167_RC	C8orf53	0.241	0.021	0.220	0.040	0.022	0.018	0.026	
10000619351	8	16894704	16894764	NM_019851	FGF20	0.180	0.071	0.109	0.039	-0.073	0.113	0.050	
10000619386	8	91015420	91015480	NM_002485	NBN	0.168	0.212	-0.044	-0.033	-0.003	-0.030	0.038	
10000619525	8	42266297	42266357	Contig11086_RC	IKK-beta	0.375	-0.005	0.381	0.123	0.208	-0.085	-0.012	
10000619552	8	604609	604669	Contig50538_RC	ERICH1	0.335	0.342	-0.006	0.475	0.249	0.226	0.152	
10000619569	8	43004309	43004369	Contig53703_RC	LOC286170	0.283	-0.057	0.339	0.077	0.052	0.024	0.017	
10000619896	8	102278779	102278839	Contig46375_RC	ZNF706	0.413	0.101	0.312	0.166	0.022	0.143	-0.030	
10000619917	8	41906437	41906497	Contig58514_RC	MYST3	0.176	0.014	0.162	-0.045	-0.143	0.098	-0.019	
10000619943	8	11006729	11006789	Contig28028_RC	XKR6	0.425	0.166	0.259	0.517	0.182	0.335	0.266	
10000620082	8	30548889	30548949	Contig7457	RBPMS	0.222	0.217	0.005	0.101	0.055	0.046	0.086	
10000620139	8	144406840	144406900	Contig25234_RC	ZFP41	-0.053	0.125	-0.179	0.003	-0.027	0.030	0.056	
10000620485	8	40130970	40131030	NM_020130	C8orf4	0.332	0.031	0.301	0.114	0.073	0.041	-0.027	
10000620564	8	62740381	62740441	NM_020164	ASPH	0.231	0.172	0.059	-0.078	-0.023	-0.056	0.015	
10000620578	8	82042971	82043031	Contig46668_RC	PAG1	0.183	0.050	0.133	0.152	0.165	-0.013	-0.080	
10000620604	8	110424861	110424921	NM_020189	ENY2	0.064	0.042	0.022	0.008	0.136	-0.128	-0.009	
10000620750	8	91703428	91703488	Contig53226_RC	TMEM64	0.207	0.126	0.082	0.293	0.018	0.276	0.125	
10000620795	8	23451439	23451499	Contig51292_RC	SLC25A37	0.400	0.269	0.132	0.108	0.016	0.092	0.150	
10000620877	8	133930166	133930226	Contig23593_RC	PHF20L1	0.542	0.214	0.328	0.247	0.290	-0.043	0.214	
10000620930	8	87552671	87552731	Contig31596_RC	FAM82B	0.430	-0.006	0.436	0.282	0.083	0.199	-0.034	
10000620941	8	124401552	124401612	Contig51153_RC	ATAD2	0.293	-0.008	0.301	0.094	0.003	0.090	-0.017	
10000620973	8	141015169	141015229	NM_020237	TRAPPC9	0.108	-0.003	0.110	0.042	0.067	-0.025	0.030	
10000621082	8	133461334	133461394	Contig13150_RC	KCNQ3	0.200	0.078	0.122	0.179	0.170	0.009	0.096	
10000621187	8	17931585	17931645	Contig31449_RC	PCM1	0.619	0.036	0.583	0.097	0.217	-0.120	0.239	
10000621206	8	12931500	12931560	Contig37540	C8orf79	0.140	0.029	0.112	0.162	-0.151	0.313	0.050	
10000621243	8	81598508	81598568	Contig46376_RC	ZBTB10	0.295	-0.060	0.355	0.151	0.113	0.039	0.048	
10000621336	8	133202654	133202714	Contig45532_RC	AK094705	0.438	0.060	0.378	-0.177	0.020	-0.197	0.013	
10000621393	8	6900276	6900336	NM_021010	DEFA5	0.189	0.058	0.131	0.028	-0.028	0.056	-0.026	
10000621416	8	20147979	20148039	NM_021020	LZTS1	0.142	-0.199	0.341	0.428	0.346	0.082	0.007	
10000621435	8	135559218	135559278	AB040918	ZFAT1	0.504	0.417	0.086	0.053	0.030	0.023	0.014	
10000621449	8	129077934	129077994	Contig31211_RC	PVT1	0.027	-0.126	0.152	-0.043	0.052	-0.095	0.086	
10000621488	8	93036573	93036633	Contig5818_RC	RUNX1T1	0.350	-0.131	0.481	-0.042	-0.155	0.113	0.005	
10000621639	8	68559466	68559513	NM_020361	CPA6	0.291	0.208	0.083	-0.028	-0.045	0.018	-0.057	
10000621694	8	99514007	99514067	AB032970	KCNS2	0.065	0.062	0.004	-0.062	-0.044	-0.018	-0.043	
10000622133	8	122693769	122693829	Contig29684_RC	HAS2	0.255	-0.001	0.256	-0.044	-0.134	0.089	0.078	
10000622226	8	22533815	22533875	NM_021174	KIAA1967	0.607	0.607	0.000	0.415	0.357	0.058	0.565	
10000622304	8	41630051	41630111	NM_020475	ANK1	0.128	-0.026	0.154	0.100	-0.063	0.164	0.028	
10000622306	8	41630051	41630111	NM_020477	ANK1	0.048	0.202	-0.155	0.116	-0.099	0.215	-0.024	
10000622308	8	41641564	41641624	NM_020478	ANK1	0.096	-0.005	0.100	0.023	-0.045	0.068	0.002	
10000622309	8	41638198	41640352	NM_020479	ANK1	0.183	0.076	0.107	-0.036	0.113	-0.149	0.069	
10000622314	8	41809046	41809106	Contig45841_RC	ANK1	0.057	-0.243	0.300	0.112	0.022	0.090	-0.060	
10000622319	8	41632392	41640356	NM_020480	ANK1	0.172	-0.150	0.322	0.105	0.203	-0.099	-0.033	
10000622321	8	41632003	41632063	NM_020481	ANK1	0.462	0.172	0.291	0.179	0.007	0.172	0.159	
10000622342	8	133691600	133691660	NM_012472	LRRC6	0.110	-0.088	0.197	0.574	0.475	0.098	0.039	
10000622353	8	23049182	23049242	Contig54206_RC	TNFRSF10D	0.493	0.245	0.248	0.339	0.105	0.234	0.146	
10000622393	8	11021401	11021461	Contig38535_RC	XKR6	0.065	-0.009	0.073	0.207	-0.220	0.427	-0.084	
10000622721	8	61263412	61263472	Contig6610_RC	CA8	0.341	-0.150	0.490	0.349	-0.000	0.349	-0.062	
10000622815	8	67936749	67936809	NM_013257	SGK3	0.165	0.067	0.098	0.178	0.105	0.073	-0.003	
10000622918	8	145589351	145589497	NM_013291	CPSF1	0.454	0.528	-0.074	0.508	0.429	0.080	0.525	
10000622944	8	54015870	54015930	NM_005285	NPBWR1	0.341	-0.029	0.370	0.106	-0.069	0.175	-0.037	
10000622975	8	142436177	142436237	NM_005293	GPR20	0.066	-0.118	0.183	-0.016	0.111	-0.126	-0.013	
10000623116	8	93038101	93038161	AF131817	RUNX1T1	0.224	-0.001	0.224	0.017	0.033	-0.016	-0.057	
10000623118	8	119167325	119167385	AF131819	EXT1	0.561	0.014	0.547	0.190	0.128	0.063	0.121	
10000623255	8	81077803	81077863	NM_014018	MRPS28	0.254	0.014	0.241	0.003	-0.067	0.070	-0.004	
10000623266	8	81596344	81596404	Contig43817_RC	ZBTB10	0.160	-0.088	0.248	0.145	0.065	0.080	0.040	
10000623304	8	8212805	8212865	Contig47102_RC	PRAGMIN	0.189	0.016	0.173	0.378	0.096	0.282	0.105	
10000623440	8	121477354	121477414	NM_014078	MRPL13	0.309	0.326	-0.017	0.123	0.165	-0.042	0.110	
10000623468	8	31007900	31007960	NM_013357	PURG	0.109	-0.034	0.144	0.099	0.194	-0.095	-0.083	
10000623690	8	65457552	65457612	Contig23421_RC	BX537900	0.065	0.201	-0.136	-0.062	0.153	-0.214	-0.062	
10000623706	8	21822767	21822827	NM_003974	DOK-2	0.254	-0.079	0.332	0.233	-0.077	0.310	0.033	
10000623756	8	130921292	130921352	Contig52777_RC	FAM49B	0.114	0.005	0.109	0.183	0.042	0.141	0.087	
10000623819	8	28978121	28978181	Contig58339_RC	HMBOX1	0.346	0.030	0.317	0.226	0.101	0.125	0.044	
10000623822	8	142511669	142511729	Contig22418_RC	PTP4A3	0.440	0.369	0.070	0.509	0.122	0.387	0.307	
10000623825	8	56617019	56617079	Contig39045_RC	LOC157503	0.109	-0.142	0.251	-0.009	-0.026	0.018	0.002	
10000623855	8	1721907	1721967	Contig42342_RC	CLN8	0.303	0.465	-0.161	0.304	0.049	0.255	0.247	
10000623863	8	81712427	81712487	Contig17322_RC	ZNF704	0.351	0.221	0.130	-0.031	-0.007	-0.024	-0.100	
10000623892	8	124404389	124404449	NM_014109	DKFZp667N1320	0.180	0.145	0.035	0.089	-0.091	0.180	0.034	
10000623902	8	116490272	116490332	NM_014112	TRPS1	0.188	-0.066	0.254	0.149	0.194	-0.045	0.006	
10000624005	8	131377032	131377092	NM_014152	NR_002765	0.070	-0.057	0.127	0.051	0.104	-0.052	-0.097	
10000624041	8	105570684	105570744	NM_013437	LRP12	0.136	0.117	0.019	0.296	0.434	-0.138	0.160	
10000624067	8	55222661	55222721	NM_014175	MRPL15	0.163	0.019	0.144	0.098	-0.310	0.409	0.023	
