gene	h50	pve50	rho50	pge50	pi50	n_gamma50	h025	pve025	rho025	pge025	pi025	n_gamma025	h975	pve975	rho975	pge975	pi975	n_gamma975
ADAP1	0.4844325	0.3692369	0.97356245	0.9617082	0.01750825	15	0.25791563	0.313141815	0.8129073775	0.796745335	0.00483774845	8	0.7095828	0.430982935	0.9990533925	0.9984955725	0.03805871675	28
ZNF655	0.04797673	0.031766255	0.6118099	0.44775335	0.01161793	8	0.0093284432	0.008350223375	0.03266081775	0	0.001487345175	0	0.3313045625	0.07765248125	0.9843485825	0.9675639975	0.1916659875	141
RAPGEF5	0.04804339	0.04247901	0.5091082	0.40132225	0.02167296	45	0.01165797525	0.011183714	0.0250272315	0	0.00063347367	0	0.210118555	0.08811487175	0.972541025	0.9684026675	0.12548429	266
ACTR3C	0.14103275	0.05717224	0.9412589	0.8275245	0.001565574	1	0.03288539625	0.02937462	0.6076481025	0.5211268575	0.00086569512	1	0.5656218	0.093989657	0.9984521	0.9906145	0.0046134813	4
ACTR3B	0.03611209	0.02351129	0.829406	0.72535055	0.0040709655	5	0.001030072175	0.0006743728	0.07991005425	0	0.0008712088	0	0.2705602325	0.078704806	0.99643891	0.9903682325	0.03580741625	44
PLOD3	0.045103215	0.03532944	0.4951832	0.4196927	0.0683859	68	0.00668199	0.0058759938	0.0244219505	0	0.001308688225	0	0.1920162225	0.08642850975	0.975434595	0.9636603625	0.28094558	278
CRCP	0.272054	0.1709973	0.56890845	0.5941437	0.01643227	12	0.11175543	0.09396369425	0.030221948	0	0.001500278	0	0.616894745	0.41640716	0.973358325	0.964302525	0.3049395525	223
GPC2	0.068170215	0.05297649	0.65915315	0.5525278	0.007408407	5	0.0172953275	0.02256347	0.044748422	0	0.001553462	0	0.3635671775	0.1075204325	0.98602353	0.9832737175	0.106371305	73
AMZ1	0.08702001	0.051870095	0.8488126	0.72768045	0.0016302185	2	0.01882034375	0.0207454595	0.34741781	0.3487268825	0.00064192687	1	0.4609213	0.09623452775	0.9940770775	0.9811774	0.011689944	18
RFC2	0.146451	0.06363469	0.9280971	0.8263519	0.003512402	1	0.03498729925	0.03369694	0.562691385	0.5305570625	0.002253025575	1	0.564643	0.10635645	0.9971855	0.9875458	0.01022190525	4
TRIM4	0.47354195	0.6831744	0.9906196	0.9964283	0.002007063	1	0.1853665	0.6482787	0.9087332	0.9849148075	0.00142353325	1	0.8668178	0.7199615	0.9997889	0.9998383	0.005438733825	3
CYTH3	0.32810945	0.0816737	0.9513092	0.71331925	0.002428002	3	0.07505754575	0.0432989635	0.6804125925	0.3605443575	0.001139877	2	0.7388977	0.12919497	0.9975415	0.9853715	0.010298596	8
CREB5	0.2899048	0.2526884	0.9594493	0.9511526	0.001864117	5	0.1020161025	0.2019333	0.7497383	0.8377007075	0.0004963308	4	0.6149001	0.303923305	0.998234	0.9976631	0.004851531325	10
STARD3NL	0.2105307	0.212336	0.97847005	0.978347	0.0009753633	1	0.0548395885	0.1643166	0.8067256	0.9040547225	0.0005284574	1	0.6625698	0.2620702	0.9994034	0.9992938025	0.00274934	4
ZNF498	0.4413775	0.09351804	0.9904945	0.9391484	0.002634455	2	0.1684173	0.05878526	0.9052324	0.7125713	0.001408992	2	0.7774131	0.13376101	0.9996709	0.9972365	0.006978759	5
AOAH	0.4728864	0.4724752	0.9705265	0.97065915	0.004961377	10	0.23633031	0.4202595	0.8280247	0.8959654	0.0016409143	6	0.7174783	0.523009895	0.998765	0.9985434	0.01090714	17
EEPD1	0.1138279	0.088644495	0.8836453	0.84326075	0.001339183	2	0.02926651675	0.05251462	0.4161522525	0.51635469	0.000565824785	1	0.5027757	0.138182285	0.9958773	0.9923717	0.008260365	13
CCM2	0.33541945	0.3703669	0.9877303	0.9897835	0.001244846	1	0.1079835	0.319804985	0.87943977	0.9492433625	0.0007943570825	1	0.9190572	0.4173402	0.9998048	0.9996365	0.003201268	3
VOPP1	0.4462845	0.1534931	0.9512313	0.7838042	0.001855764	4	0.192994545	0.1073850925	0.77574402	0.5928955	0.0007409765	3	0.7650869	0.2124445375	0.9939627	0.9553306	0.005509432	7
RPA3	0.1069706	0.095717865	0.926306	0.91708475	0.001738598	3	0.0276780565	0.056409334	0.5464795475	0.6349483	0.0005358799	1	0.4100826	0.1484292	0.99773266	0.9964998	0.00524913915	10
H2AFV	0.064757995	0.05259397	0.8032661	0.77812515	0.002933784	3	0.01434113275	0.02351456375	0.1477465525	0.0240440005	0.0009191676325	1	0.395015825	0.1004292625	0.99346172	0.9899816	0.0553494745	65
NCAPG2	0.4776343	0.3419899	0.9889091	0.9803465	0.004161487	5	0.2225358125	0.2930184	0.9189106375	0.92370574	0.001619004	4	0.7621599	0.3943443	0.9996152	0.9991315	0.00804199	8
WBSCR27	0.553601	0.70620325	0.9902872	0.99574805	0.01009008	5	0.26201689	0.6703475	0.904508635	0.9762039775	0.002753202	3	0.8251199	0.7418142	0.9995959	0.9998167	0.02707554	10
MLL3	0.0231996	0.017679365	0.54344175	0.3205083	0.0071056595	9	0.0018130681	0.001289823525	0.02753820175	0	0.0008021000275	0	0.2745368425	0.0536536445	0.98374867	0.959933075	0.0680824165	92
CDCA7L	0.10368315	0.1129886	0.90608925	0.91268055	0.00177618	4	0.027147507	0.06781150325	0.5004796	0.6477700725	0.0005404805	1	0.3903535	0.1616433225	0.9966291	0.99626607	0.007975721575	15
TRIP6	0.2335091	0.1945479	0.89774365	0.8773089	0.003463128	4	0.07428546	0.13814619	0.5053525	0.6041554875	0.001181496	1	0.588869645	0.2637684	0.9932	0.9896899125	0.01347362825	12
KEL	0.020566855	0.01254199	0.6426821	0.3485897	0.004890844	5	0.0010709	0.0006790551475	0.035327648	0	0.0009963197	0	0.3202018725	0.042803058	0.991187265	0.9666119	0.1015747375	109
CHN2	0.2170498	0.2024424	0.77744435	0.7295217	0.0019753515	4	0.09208960025	0.149922	0.3509421	0.4980931	0.0005502576	1	0.5772613	0.2625863975	0.9804608	0.9769022375	0.01189033	20
CAV2	0.21821185	0.2205371	0.9556062	0.9598778	0.0051435755	7	0.07725188	0.16593112	0.699901495	0.7929174	0.001223122	3	0.5095787325	0.2805352	0.9985195	0.998373	0.0182682655	22
CAV1	0.004190818	0.0035117665	0.49872665	0.4564159	0.04800708	56	0.0001367125	0.0001170402	0.02387163175	0.005133482	0.001656779	1	0.03451530375	0.0195200855	0.980648805	0.970189785	0.1554512	183
SKAP2	0.4427684	0.65355185	0.9658405	0.9857836	0.001060974	2	0.1854174	0.6038689	0.81046	0.9290904	0.0005098914025	1	0.8043728	0.6968123	0.9977537	0.9987044	0.003332385	5
MRPS24	0.015701085	0.007706087	0.677982	0.2385135	0.0021002605	2	0.000612266065	0.00030492525	0.04159194	0	0.00082556311	0	0.3699914425	0.03115566125	0.994696745	0.9576438	0.0440551685	55
ZNHIT1	0.01393614	0.01113157	0.6436307	0.55778865	0.02584365	25	0.0005179795325	0.0004200974775	0.03371877525	0	0.001205280175	0	0.1694646075	0.04248185825	0.99273	0.98411624	0.1492019	147
ZP3	0.7602441	0.7127135	0.9895085	0.9888374	0.010138895	9	0.4540344	0.6783509	0.9307126	0.9672543325	0.002764466	8	0.9119113	0.7454966	0.9995031	0.9993387	0.0193741	13
TTYH3	0.05677705	0.04261347	0.6368547	0.5168482	0.0099440855	15	0.0113947815	0.0102776375	0.03705792025	0	0.000719990065	0	0.303630715	0.0947227602500001	0.9854193	0.9745540525	0.1210101825	190
KIAA0895	0.11318495	0.09552137	0.8128896	0.78118325	0.0022589425	4	0.033081359	0.0524572645	0.3174067	0.4240188	0.0006159392525	1	0.386860815	0.149061925	0.9894862875	0.9862309	0.01195182	21
GBAS	0.1096054	0.08982991	0.9099828	0.8955574	0.002190783	3	0.02706741	0.05130194	0.419696	0.514887	0.0009970356175	2	0.43859508	0.1458758075	0.9971076	0.9952143825	0.0118548865	12
LMTK2	0.2120561	0.0868536	0.9757547	0.931203	0.001431116	1	0.0514110675	0.05385108125	0.7724493	0.7307608	0.0008901152	1	0.6435194	0.128807805	0.9992369225	0.9967988	0.004418558	4
MEPCE	0.2487525	0.2422293	0.94489695	0.949464	0.0028054935	2	0.07477906625	0.17994229	0.6224865	0.7876361275	0.001406612	1	0.6735905	0.3144589475	0.9975897	0.996685605	0.01143321525	7
HIP1	0.57653375	0.7293006	0.92897855	0.97511595	0.004284186	2	0.300147525	0.69074054	0.7167944275	0.9507244	0.002455519	1	0.867356485000001	0.7643533775	0.9895491	0.99163682	0.0119847	5
C7orf55	0.04778475	0.040424565	0.78426635	0.72661145	0.00608808	6	0.01262532	0.0154170035	0.06693768525	0.0093758552	0.001050878	1	0.29802097	0.08265353025	0.9937682475	0.988846565	0.108794345	122
C7orf50	0.1665586	0.098367455	0.8913944	0.8192519	0.006720014	6	0.04966237875	0.05476478225	0.4307440825	0.4055320825	0.00132866515	2	0.46888349	0.169790775	0.995730405	0.9905311875	0.034204052	31
C7orf53	0.2178983	0.17350895	0.753927	0.7619963	0.001675503	2	0.07412655025	0.1141271	0.3066703	0.5494935	0.0008600769175	1	0.6090848	0.260407805	0.9729894	0.9474007	0.00833161675000001	9
C7orf59	0.4754869	0.1146792	0.9925937	0.9577756	0.002605493	2	0.182737	0.0751484995	0.9142219	0.7660625025	0.001558432	2	0.8459341	0.1679316	0.9998114	0.9987892	0.01173281	4
C7orf58	0.2202258	0.27778565	0.9337712	0.9403625	0.002265926	3	0.07097895	0.2135591	0.6619267175	0.84725038	0.0009897627	2	0.607589775	0.3679051	0.997532005	0.9975884	0.00715872292500001	7
TSPAN13	0.01099423	0.0090016695	0.53871955	0.44829465	0.088438945	180	0.0004429296825	0.0003500322	0.02744296	0	0.000594381575	0	0.108116575	0.03979397225	0.9851964475	0.9743291	0.1487673	296
TRRAP	0.021212865	0.0151845	0.55532225	0.4170784	0.0334466	28	0.001377313	0.0010305683	0.029680534	0	0.001436754	0	0.1948169925	0.04915438575	0.98522718	0.9676545175	0.1810120825	146
JHDM1D	0.062766575	0.06114238	0.85191485	0.84797825	0.0020945615	2	0.0139434675	0.0324165945	0.29879046	0.44289673	0.001028347	1	0.3887659	0.102087775	0.9954858	0.9922993	0.0621958245000002	65
HSPB1	0.05877664	0.04991958	0.61206825	0.54160915	0.06552571	36	0.01802055025	0.01994969125	0.03470391325	0	0.00217017675	0	0.265816605	0.1006880675	0.987448015	0.98219231	0.50638235	285
ZKSCAN1	0.1160032	0.09432855	0.74449755	0.7620068	0.004781674	3	0.03188198625	0.0489789565	0.16988878	0.0789028665	0.001561259	1	0.453234655	0.18127861	0.9827898	0.9740677525	0.0686549402500001	46
ZKSCAN5	0.2925116	0.2012205	0.9783597	0.96564975	0.002470362	1	0.088314791	0.1524545	0.81713271	0.875025765	0.001386483	1	0.7414505	0.2581825	0.9990596	0.9981154	0.007566383625	4
TAF6	0.1837894	0.2288061	0.9303922	0.94699575	0.002755429	2	0.050854337	0.1699788	0.58965575	0.80307745	0.001505329375	1	0.5864576	0.2956955	0.9961134	0.99668073	0.008391199625	5
TSPAN33	0.4241751	0.24550495	0.9607091	0.91609915	0.007304721	9	0.2013907	0.189325465	0.8060284725	0.780704425	0.003497344	6	0.7005691	0.3078558475	0.9975315	0.993137	0.01686514	16
TRIM24	0.140462	0.1589284	0.8907826	0.90395195	0.0023265735	3	0.04091752	0.1118316725	0.4525209975	0.6544325725	0.00093998037	1	0.495957	0.2124299	0.996322505	0.9958164625	0.01195110625	12
KIAA1147	0.04560436	0.03692379	0.7829664	0.73138365	0.003012376	3	0.01070963375	0.0135314035	0.07124161175	0	0.0008631248175	0	0.3533585	0.07602038225	0.9942879375	0.9890670125	0.1319356025	160
FZD1	0.2846717	0.27906695	0.9396077	0.95313175	0.001517758	2	0.09470732975	0.2237141	0.6281668	0.8379534	0.0007024294	1	0.6753437	0.3419801575	0.9979088	0.9979526125	0.004749246	6
HUS1	0.1641218	0.095868985	0.9235384	0.83336055	0.001012165	2	0.0467215415	0.05852314	0.5592878	0.5137261	0.0004920775125	1	0.5569681	0.1473773775	0.9970260175	0.9923649	0.0035313568	6
SUN1	0.054917035	0.04661498	0.63779	0.54722155	0.013401745	10	0.01592856	0.018805468	0.044681172	0	0.001423325975	0	0.293776465000001	0.08993611375	0.9857522075	0.9790545025	0.3408715575	255
ABCA13	0.018883585	0.0098629215	0.65576395	0.26048675	0.0013761595	3	0.0007338188175	0.00038573471	0.03663442	0	0.000470107875	0	0.36587766	0.03861441525	0.9936715475	0.95923094	0.03729318075	82
EPO	0.06568643	0.04540489	0.89061995	0.8505108	0.004020409	3	0.0124998565	0.01648273275	0.3049492	0.204488235	0.0012316085	1	0.3782623375	0.09489365325	0.9967012	0.9940281	0.032140125	27
DUS4L	0.05560589	0.036329005	0.50497255	0.3098994	0.009190359	13	0.0074836069	0.005908679475	0.0255667195	0	0.0007152425	0	0.374576465	0.09305024925	0.9744728425	0.9429502825	0.16600588	252
TPK1	0.252708	0.2990301	0.94527395	0.9592099	0.001753892	3	0.088328107	0.2432714	0.668339205	0.8533948	0.0006993646	1	0.6137174	0.3641722	0.997571	0.9978174	0.005994123	7
EPDR1	0.238843	0.2725919	0.89839695	0.92034125	0.001316126	3	0.07537471925	0.2161346	0.5463969875	0.79403222	0.0004912502	2	0.5981864	0.3384497175	0.9941028	0.9945815	0.0055417874	11
AP1S1	0.1981287	0.1357813	0.97775525	0.9665085	0.002914882	3	0.0487327055	0.09478032875	0.7840612	0.8409832975	0.001125476	1	0.5903293	0.1822319	0.9991693	0.9983828	0.007448786025	7
ATP5J2	0.4576723	0.1390508	0.9888983	0.9423625	0.003567636	3	0.1740729775	0.09294751	0.8991723	0.800485515	0.001482336225	2	0.83190672	0.1908485	0.9996215	0.9963276	0.011093478	7
GATAD1	0.1007511	0.074602255	0.69667855	0.65530685	0.0089619435	8	0.03200736725	0.0362666735	0.0685286695	0	0.001337487725	0	0.34942107	0.147476235	0.98521309	0.98183583	0.1636287	147
BLVRA	0.3448186	0.3741342	0.9857043	0.9873638	0.001859972	2	0.1094648875	0.3190443	0.8711980575	0.9398201	0.0008725837	2	0.7350346	0.426306	0.9994758	0.9994803	0.005889648	5
TNRC18	0.01754147	0.013577305	0.5453089	0.4180647	0.034238825	36	0.0008164488	0.0006336695	0.028971594	0	0.001099877925	0	0.1798430225	0.0499121165	0.98535014	0.967146	0.2252011825	247
PURB	0.006192782	0.005028891	0.5369489	0.4527752	0.05546701	66	0.0002355866	0.000197487415	0.02687581	0	0.0011727159	0	0.066393587	0.025419885	0.9854533	0.9707965	0.210872355	244
CARD11	0.1558246	0.184771	0.9315173	0.94939645	0.00116818	2	0.0417270995	0.1383014325	0.538854615	0.7710013875	0.00058889041	1	0.5766712	0.236159	0.998164085	0.9981289375	0.003618576975	6
LRRC61	0.43371185	0.6212912	0.9938021	0.9970188	0.003197194	3	0.174668	0.5864044	0.9348046	0.9849348	0.001545223	2	0.7587607	0.653822	0.9998035	0.9998894	0.007183675	6
C7orf34	0.54401845	0.42949635	0.9571425	0.9399204	0.002507543	3	0.2523138	0.3746347	0.8012484	0.8771172775	0.001042593	2	0.850873617500001	0.4845702	0.9945555	0.98397916	0.007030447	6
C7orf31	0.23082825	0.06482195	0.95201685	0.7928087	0.001529801	3	0.02236482825	0.02436489725	0.2226902475	0.043118976	0.0005317251225	1	0.7330787	0.1086423	0.9988225	0.9920717775	0.011228688	23
HIPK2	0.05520936	0.04232577	0.83171005	0.7754888	0.0045310925	5	0.011638718	0.0118020985	0.182088405	0.007871810425	0.0009673468	1	0.28209111	0.08512236025	0.99422641	0.990546305	0.0304929465	34
SLC35B4	0.030844315	0.01672648	0.6015272	0.2618636	0.00210462	3	0.00188995665	0.001075775825	0.03292224675	0	0.0006468160825	0	0.388207475	0.055711261	0.9883944825	0.9515412875	0.08318739	133
GNG11	0.1108542	0.04861872	0.968742	0.9208341	0.0015247525	1	0.02199674275	0.02343044	0.6736184825	0.6651006	0.0008816397	1	0.6561457	0.08138279	0.9995524	0.996345	0.005423381	5
NUDCD3	0.2592153	0.2471348	0.98095605	0.9798587	0.001247121	1	0.07331568	0.1936878	0.8175671	0.9057542	0.000747831	1	0.6887768	0.3108139	0.9995175	0.9991271	0.00353524165	3
TMEM140	0.26668635	0.34414975	0.9625963	0.9761658	0.0009577113	1	0.07913458	0.2821329	0.6935898275	0.8864119	0.0006013806	1	0.6905176	0.4075287925	0.9987307	0.9988386	0.004038010125	5
SMURF1	0.2545993	0.07675131	0.9746093	0.9066773	0.0026310385	2	0.07440213	0.04415327	0.7676265	0.645158	0.001281353	2	0.6398874	0.118190525	0.9994165	0.9957681	0.009611207	6
TFR2	0.1417346	0.1081892	0.8821451	0.8603959	0.0038058665	3	0.0375838655	0.06311614	0.4213505	0.5595773	0.001303454	1	0.4959955	0.185351	0.995311	0.992639915	0.01779771	14
CLEC5A	0.11538065	0.118238	0.9519281	0.95324495	0.002546244	3	0.03075901	0.07849171975	0.673524745	0.782339845	0.0008531752375	2	0.410219250000002	0.1674422975	0.9983228	0.998052815	0.008702741625	10
CPSF4	0.09000287	0.04426037	0.79096645	0.6116563	0.0053166355	4	0.0199666645	0.01483617675	0.07194144625	0	0.001461179	0	0.4276064175	0.101444655	0.9937382775	0.9806834	0.12746534	95
MAD1L1	0.42135265	0.2351297	0.9742252	0.9419507	0.006198058	10	0.187439895	0.171033475	0.83089936	0.74455036	0.001723239925	3	0.7327732725	0.31044703	0.9991976	0.9979207	0.01500756	22
FAM126A	0.1139113	0.07536767	0.74358235	0.4817666	0.0021547215	4	0.03379479675	0.03564629	0.05213876725	0	0.0006312124725	0	0.598147007500001	0.13077114	0.984779	0.949480465	0.06772546325	115
HEPACAM2	0.02928572	0.021766325	0.77399515	0.68502395	0.004081565	3	0.00435988125	0.004023868625	0.07096183175	0	0.001114788	0	0.2875428	0.0520265955	0.9947903	0.9891239	0.05199956325	48
DBF4	0.03849428	0.017420095	0.8409509	0.6291514	0.002353903	2	0.002175266525	0.001249551725	0.071301632	0	0.0008787778	0	0.37521697	0.04711890875	0.9972288	0.987165585	0.045077587	54
GCC1	0.07756833	0.06336695	0.9143903	0.9031022	0.0012926605	2	0.01716396475	0.03424676625	0.3653197	0.37038732	0.00061914155	1	0.4212408	0.1036245975	0.9977643475	0.9962146	0.006272819925	10
WDR91	0.2015566	0.11964555	0.92604515	0.8701702	0.0033870965	6	0.068319119	0.07466589	0.55878959	0.5831027125	0.001031673475	2	0.5136022025	0.1807985225	0.9976657	0.9941462775	0.0103785175	16
PARP12	0.01914217	0.015059675	0.54719365	0.4127813	0.03166845	31	0.00122683445	0.000960721305	0.0269560715	0	0.0011801699	0	0.1800086075	0.050755167	0.9829320525	0.966556705	0.27351118	275
METTL2B	0.2687788	0.2778088	0.9768941	0.9792733	0.003061633	4	0.08899602	0.22433932	0.82479332	0.919106885	0.001127952	3	0.6572911	0.33723798	0.9992306	0.9991524	0.009434104	8
TNS3	0.02351665	0.017565745	0.63607165	0.47988285	0.004662906	10	0.001082203625	0.000779736405	0.03674527325	0	0.0005043293125	0	0.2309605725	0.0575027965	0.9889890225	0.9765659075	0.06631561	143
BET1	0.10803595	0.093190265	0.8690724	0.85423715	0.0020087465	2	0.02868860525	0.05724438425	0.39137297	0.5220917725	0.0008996430225	1	0.4897601475	0.1431080175	0.9947672	0.9920359	0.01426250775	16
YKT6	0.018004545	0.0137558	0.5217587	0.3985295	0.02538825	33	0.00093192318	0.000746259745	0.02465946275	0	0.00089299996	0	0.171636935	0.04880018675	0.9830515875	0.9651561925	0.1392282625	181
CCT6A	0.039721635	0.03063586	0.5916493	0.5250253	0.02887566	30	0.0056710649	0.004806636075	0.03205782325	0	0.001299873925	0	0.1806936625	0.076303691	0.9842893225	0.97709352	0.21177822	220.025000000001
ACN9	0.01526794	0.01013858	0.82328095	0.7124609	0.0091965325	11	0.0003449118	0.0002661926425	0.04483676	0	0.0008138086	0	0.7600615	0.0729653	0.9995184	0.9884462	0.1727074975	220
FSCN3	0.057915495	0.04416804	0.75785325	0.6658443	0.0028899185	5	0.01431768875	0.016288707	0.082687894	0	0.0006594584925	0	0.3168881025	0.089044249	0.9895690175	0.984363535	0.02221758675	37
FSCN1	0.03432758	0.023073485	0.6373262	0.3820146	0.006294891	5	0.0030901344	0.00214443515	0.03630068	0	0.001245198475	0	0.34452489	0.06103364575	0.9878852025	0.9697319275	0.1634039175	140
ZSCAN21	0.06377697	0.054030645	0.8121663	0.8151498	0.0050814315	3	0.01445796875	0.02444663925	0.1413608275	0.0208065205	0.001589318675	1	0.3663583	0.107845045	0.99449869	0.99199635	0.13615029	93
FAM200A	0.008499983	0.003348747	0.6915748	0.2596385	0.0042204845	2	0.0002236293925	0.000107304	0.0394425885	0	0.001426896325	0	0.3011822175	0.0216361135	0.9964101175	0.9598712	0.04446332	32
CTTNBP2	0.06412813	0.04935004	0.774144	0.73951615	0.0060460665	7	0.0173277845	0.01964601375	0.13132729	0.0191487615	0.00094907981	1	0.275029400000001	0.096559012	0.991462265	0.9894451575	0.04193678875	52
MDFIC	0.05651085	0.04198721	0.5487433	0.39911625	0.01479733	15	0.01518294925	0.0140598635	0.028345442	0	0.001098054825	0	0.31916093	0.08845991125	0.97739659	0.9658526275	0.272813435	282
HERPUD2	0.1193708	0.12060285	0.94166675	0.9424177	0.001368758	2	0.0279922865	0.0802348575	0.5750341025	0.7488136825	0.0005868545725	1	0.5132358	0.170048765	0.998608745	0.9981321025	0.005687417875	9
TRA2A	0.008267131	0.0039003715	0.664809	0.250698	0.00214031	3	0.0002240094	0.0001262011	0.03508057	0	0.0006430116775	0	0.310235255	0.020657988	0.9964523	0.9556676	0.0219080902500001	34
TSC22D4	0.070420775	0.045464245	0.71987395	0.58571325	0.0063724105	4	0.01689955375	0.01695564075	0.05522603125	0	0.001417161	0	0.3789159	0.0933165545	0.9910432	0.9810802	0.0620048032500001	46
TRPV5	0.3173837	0.2324144	0.9454087	0.9135789	0.002268713	3	0.1008192225	0.1825109	0.69989177	0.792205485	0.001001517	2	0.7350561	0.2853905125	0.9968809	0.9903017425	0.006100531	6
TRPV6	0.61427795	0.3030841	0.9729734	0.90406695	0.001548134	2	0.3311137075	0.2463546	0.8808396	0.8183129725	0.000983299	2	0.8615836	0.3631339	0.9960389	0.9759011125	0.0033397165	4
UBE2H	0.037941895	0.026610225	0.55241705	0.33503515	0.008046623	8	0.0041089436	0.003129118725	0.0285516205	0	0.001016764625	0	0.3376001675	0.067719653	0.9819726875	0.9509380225	0.258481825	273
LFNG	0.3045893	0.1688498	0.9313304	0.8624479	0.0011151065	1	0.1015348	0.1216717	0.6542347975	0.6944027	0.00066040654	1	0.704244607500001	0.2217007075	0.9958777475	0.9854357	0.00422009115	4
NDUFA4	0.017846425	0.01358387	0.58254805	0.44665515	0.01110153	23	0.000837971125	0.0006199675475	0.031627981	0	0.0005706875975	0	0.16807801	0.0477208035	0.985702345	0.9696742	0.0956947525	203
NDUFA5	0.020982835	0.01176634	0.62767865	0.25539315	0.002337805	3	0.001107967775	0.0006479765075	0.032844167	0	0.0006769444	0	0.36477316	0.0402515985	0.990997535	0.95644623	0.0715053175	109
NT5C3	0.083706425	0.07237885	0.90618455	0.8933927	0.0015248865	2	0.01927729275	0.04113809	0.4253343225	0.5291563	0.000654881985	1	0.4538236	0.1193354575	0.9975876	0.9954057	0.00759080455000001	12
HIBADH	0.2610227	0.18903215	0.8594866	0.8100548	0.001719625	4	0.1006009025	0.131717145	0.4488544	0.416795235	0.0005672205	1	0.6187215	0.26789604	0.9866900375	0.9724512175	0.00589083155000001	11
LMBR1	0.27149	0.2207492	0.8920537	0.86671795	0.00127856	2	0.09206991	0.1626514	0.53831798	0.6920153225	0.0006541792	1	0.7083498	0.29352868	0.992193	0.9843726175	0.00703879865	9
ISPD	0.1767915	0.11753985	0.8778564	0.7899358	0.001038927	2	0.0532386575	0.07339013725	0.491524615	0.5391734	0.0004905312	1	0.6178728	0.176882455	0.9935068325	0.9850987	0.005077055	10
GIMAP8	0.17444115	0.1822516	0.797345	0.81452435	0.004664577	5	0.06607879	0.1312729	0.3163933	0.4982989	0.0009971892	1	0.48592688	0.2463595275	0.9881478425	0.99023063	0.021574599	24
GIMAP4	0.15062445	0.1466186	0.5718993	0.51852025	0.008308913	10	0.07244901625	0.09447366	0.04371825275	0	0.0009348224125	0	0.4558764	0.220093785	0.965467595	0.9667909	0.1101136425	133
GIMAP5	0.1738685	0.1746237	0.9512675	0.94953845	0.0017863	2	0.0456849785	0.126819995	0.66208109	0.8236129	0.0008257590825	1	0.5400691	0.2380238	0.9984584	0.9979733	0.005002189975	5
GIMAP6	0.16133115	0.1796168	0.9465081	0.95137535	0.0032339355	4	0.04771462	0.12989954	0.6455225475	0.7811167125	0.0009029763825	2	0.4832189675	0.23681554	0.9980701025	0.9980352	0.009527029875	10
GIMAP7	0.0500058	0.04158694	0.7734701	0.7065085	0.0046456115	5	0.013355128	0.01640170675	0.0664212415	0	0.00105587425	0	0.32601143	0.08092195625	0.993863615	0.9893056425	0.07744603	91
GIMAP1	0.2334309	0.2460078	0.9450869	0.94592365	0.001351142	1	0.06809666525	0.1896831	0.675397985	0.8322834	0.0008189934	1	0.73702506	0.30609903	0.9979753	0.9963399	0.003526343575	4
GIMAP2	0.1281407	0.1246638	0.9674432	0.9657031	0.001385916	1	0.02816793225	0.08487683	0.7027612325	0.8379895375	0.0008213472	1	0.5182628	0.1728113275	0.999187315	0.9986213	0.004945156	4
C7orf43	0.10105375	0.1516903	0.92559445	0.9601398	0.004157636	3	0.02548412775	0.1022562575	0.5307218425	0.724966165	0.001586225	2	0.3941017	0.2127713375	0.9977574	0.9985159225	0.026079067	17
C7orf41	0.065194465	0.05145277	0.87323895	0.8313316	0.0016805155	2	0.014347056	0.02435714	0.3789364725	0.4653099725	0.000663693575	1	0.3470111	0.09179745925	0.995774955	0.9920195575	0.00786232777500001	12
C7orf46	0.2904654	0.3737576	0.9293676	0.952293	0.00093737475	1	0.098475033	0.3160384375	0.6622138	0.8814397	0.000616732	1	0.6965851	0.4362183075	0.9953895275	0.9956897475	0.004014523	5
C7orf44	0.30147085	0.2917266	0.9358208	0.9264011	0.001996475	3	0.1105463375	0.23007084	0.692123695	0.773328315	0.000883606	2	0.6729011	0.3603412	0.9950372	0.9944632275	0.006324022	7
YWHAG	0.06169475	0.054282585	0.8861223	0.8741814	0.0036399645	2	0.01328768175	0.02785688775	0.3159461	0.2788132425	0.001662505	1	0.4171414	0.09251042	0.9974038775	0.9952635	0.0205811395	12
CHST12	0.1352217	0.10960325	0.92865905	0.9120931	0.001919332	3	0.03496476175	0.0704618315	0.5391368	0.6590699	0.0007117739	1	0.5406348	0.1570031	0.997956055	0.9959743025	0.006875924925	9
CROT	0.1107206	0.096163565	0.5808643	0.4820498	0.012709935	14	0.04698404725	0.05528429	0.03986460775	0	0.0010251828	0	0.374425225	0.1605436425	0.9746566225	0.97130837	0.1574973425	178
SNX8	0.043516055	0.029395845	0.86595535	0.7912117	0.001815087	2	0.005819657	0.0049535006	0.250101435	0.00285087452500003	0.0007232694	1	0.4093237	0.06468206175	0.99702958	0.990520125	0.00790076060000001	11
PHKG1	0.1638719	0.1778978	0.9590699	0.9669288	0.00297623	4	0.04516868	0.1269595	0.6687407525	0.7997383	0.001078064	2	0.5058566	0.2442355	0.9988756	0.9990718075	0.00932402315	8
ORAI2	0.4340149	0.4361551	0.9823803	0.9845365	0.00327041	3	0.1733173325	0.3850604625	0.8464116125	0.9237459	0.00131224	2	0.7655612	0.4820208	0.9994415	0.999448	0.007890399	6
ZNF853	0.1268789	0.090365085	0.9066161	0.8737695	0.004205913	5	0.032509524	0.04758839575	0.3997742125	0.4700302	0.001129778625	1	0.457771	0.14570913	0.9978367	0.99468805	0.02167553	23
