AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
EIF2A ENSG00000144895.7 0.070669 0.04698 ENSG00000144895
SRPRB ENSG00000144867.7 0.011714 0.024554 ENSG00000144867
BOC ENSG00000144857.10 0.121365 0.049892 ENSG00000144857
ATG3 ENSG00000144848.6 0.031644 0.02804 ENSG00000144848
RABL3 ENSG00000144840.4 0.028693 0.032179 ENSG00000144840
MYH15 ENSG00000144821.5 0.032046 0.029731 ENSG00000144821
GPR128 ENSG00000144820.3 0.078395 0.044487 ENSG00000144820
NFKBIZ ENSG00000144802.7 0.04611 0.034768 ENSG00000144802
LRIG1 ENSG00000144749.9 0.027605 0.038197 ENSG00000144749
IL17RD ENSG00000144730.12 0.063177 0.04207 ENSG00000144730
IQSEC1 ENSG00000144711.9 0.013978 0.033237 ENSG00000144711
STAC ENSG00000144681.6 0.100174 0.049146 ENSG00000144681
GOLGA4 ENSG00000144674.12 0.015171 0.024696 ENSG00000144674
FAM198A ENSG00000144649.4 0.064706 0.0409 ENSG00000144649
GTDC2 ENSG00000144647.5 0.030298 0.029863 ENSG00000144647
OSBPL10 ENSG00000144645.9 0.089848 0.052353 ENSG00000144645
STK11IP ENSG00000144589.16 0.015281 0.035056 ENSG00000144589
TAMM41 ENSG00000144559.6 0.114381 0.047393 ENSG00000144559
COPS7B ENSG00000144524.13 0.023606 0.041127 ENSG00000144524
ANKMY1 ENSG00000144504.11 0.016132 0.031497 ENSG00000144504
ESPNL ENSG00000144488.10 0.049727 0.032438 ENSG00000144488
SUMF1 ENSG00000144455.9 0.051594 0.033206 ENSG00000144455
NBEAL1 ENSG00000144426.14 0.025739 0.025865 ENSG00000144426
GULP1 ENSG00000144366.11 0.091471 0.046021 ENSG00000144366
PHOSPHO2 ENSG00000144362.7 0.360787 0.060717 ENSG00000144362
DLX1 ENSG00000144355.10 0.042908 0.038901 ENSG00000144355
SCN1A ENSG00000144285.11 0.057012 0.035511 ENSG00000144285
AMMECR1L ENSG00000144233.5 0.075642 0.04377 ENSG00000144233
POLR2D ENSG00000144231.6 0.230069 0.062497 ENSG00000144231
LYG1 ENSG00000144214.5 0.197841 0.057409 ENSG00000144214
FAHD2B ENSG00000144199.7 0.015155 0.021535 ENSG00000144199
NT5DC4 ENSG00000144130.7 0.045354 0.032357 ENSG00000144130
TMEM177 ENSG00000144120.8 0.077661 0.047459 ENSG00000144120
NPHP1 ENSG00000144061.8 0.021482 0.023504 ENSG00000144061
ST6GAL2 ENSG00000144057.11 0.035873 0.027638 ENSG00000144057
DQX1 ENSG00000144045.9 0.042259 0.03789 ENSG00000144045
NAT8 ENSG00000144035.3 0.288993 0.063259 ENSG00000144035
MRPS5 ENSG00000144029.7 0.053829 0.033809 ENSG00000144029
ZNF514 ENSG00000144026.7 0.027794 0.022709 ENSG00000144026
MEIS1 ENSG00000143995.15 0.031589 0.033553 ENSG00000143995
ABHD1 ENSG00000143994.9 0.023575 0.027737 ENSG00000143994
GALM ENSG00000143891.12 0.015526 0.027537 ENSG00000143891
GDF7 ENSG00000143869.5 0.061483 0.040591 ENSG00000143869
ETNK2 ENSG00000143845.10 0.028497 0.030105 ENSG00000143845
C1orf35 ENSG00000143793.8 0.027201 0.030352 ENSG00000143793
GUK1 ENSG00000143774.12 0.033256 0.027322 ENSG00000143774
LEFTY2 ENSG00000143768.7 0.035802 0.02957 ENSG00000143768
FBXO28 ENSG00000143756.7 0.151309 0.056727 ENSG00000143756
DEGS1 ENSG00000143753.8 0.128452 0.055431 ENSG00000143753
MLK4 ENSG00000143674.6 0.03554 0.034526 ENSG00000143674
GALNT2 ENSG00000143641.8 0.017797 0.028439 ENSG00000143641
ACTA1 ENSG00000143632.10 0.028525 0.037093 ENSG00000143632
FLG ENSG00000143631.10 0.052315 0.032583 ENSG00000143631
HCN3 ENSG00000143630.5 0.024894 0.027314 ENSG00000143630
RIT1 ENSG00000143622.5 0.011924 0.024756 ENSG00000143622
CREB3L4 ENSG00000143578.11 0.010821 0.026069 ENSG00000143578
TP53BP2 ENSG00000143514.12 0.072507 0.040686 ENSG00000143514
HHIPL2 ENSG00000143512.8 0.17874 0.05979 ENSG00000143512
DYRK3 ENSG00000143479.11 0.110665 0.05078 ENSG00000143479
KCNH1 ENSG00000143473.7 0.047279 0.037473 ENSG00000143473
OAZ3 ENSG00000143450.10 0.114095 0.056389 ENSG00000143450
PI4KB ENSG00000143393.12 0.066913 0.045939 ENSG00000143393
RFX5 ENSG00000143390.13 0.034424 0.029168 ENSG00000143390
CTSK ENSG00000143387.8 0.023265 0.030248 ENSG00000143387
SNX27 ENSG00000143376.8 0.050216 0.033792 ENSG00000143376
ECM1 ENSG00000143369.10 0.059617 0.041834 ENSG00000143369
SF3B4 ENSG00000143368.9 0.037531 0.031683 ENSG00000143368
HMCN1 ENSG00000143341.7 0.039395 0.031026 ENSG00000143341
FCRL5 ENSG00000143297.14 0.017849 0.022253 ENSG00000143297
UFC1 ENSG00000143222.7 0.017588 0.030465 ENSG00000143222
PVRL4 ENSG00000143217.7 0.027862 0.032197 ENSG00000143217
DPT ENSG00000143196.4 0.055085 0.037421 ENSG00000143196
XCL2 ENSG00000143185.3 0.360909 0.065425 ENSG00000143185
XCL1 ENSG00000143184.4 0.052638 0.044383 ENSG00000143184
TMCO1 ENSG00000143183.12 0.062437 0.044901 ENSG00000143183
RXRG ENSG00000143171.8 0.036618 0.036579 ENSG00000143171
MPC2 ENSG00000143158.6 0.245476 0.058554 ENSG00000143158
TIPRL ENSG00000143155.8 0.385924 0.066112 ENSG00000143155
ALDH9A1 ENSG00000143149.8 0.247915 0.0611 ENSG00000143149
C1orf162 ENSG00000143110.7 0.02991 0.026229 ENSG00000143110
STRIP1 ENSG00000143093.10 0.079504 0.041404 ENSG00000143093
ZNF697 ENSG00000143067.4 0.020023 0.020342 ENSG00000143067
MTF2 ENSG00000143033.13 0.010776 0.020957 ENSG00000143033
PRKACB ENSG00000142875.15 0.037399 0.035596 ENSG00000142875
HSPG2 ENSG00000142798.12 0.026333 0.026028 ENSG00000142798
DMRTA2 ENSG00000142700.7 0.022806 0.026031 ENSG00000142700
EVA1B ENSG00000142694.6 0.028907 0.026068 ENSG00000142694
KIAA0319L ENSG00000142687.13 0.071983 0.040988 ENSG00000142687
FHAD1 ENSG00000142621.14 0.030335 0.027113 ENSG00000142621
PADI3 ENSG00000142619.4 0.025032 0.032496 ENSG00000142619
MMEL1 ENSG00000142606.11 0.047527 0.034573 ENSG00000142606
RCN3 ENSG00000142552.3 0.044421 0.042758 ENSG00000142552
CTU1 ENSG00000142544.6 0.074451 0.048283 ENSG00000142544
FAM71E1 ENSG00000142530.6 0.162601 0.065226 ENSG00000142530
WTIP ENSG00000142279.8 0.060085 0.047444 ENSG00000142279
GEMIN7 ENSG00000142252.6 0.030319 0.032376 ENSG00000142252
SIK1 ENSG00000142178.7 0.021232 0.029101 ENSG00000142178
IFNAR1 ENSG00000142166.8 0.113027 0.054915 ENSG00000142166
ATHL1 ENSG00000142102.11 0.746077 0.038377 ENSG00000142102
MVB12A ENSG00000141971.8 0.280161 0.070541 ENSG00000141971
VAV1 ENSG00000141968.3 0.07205 0.045047 ENSG00000141968
FEM1A ENSG00000141965.3 0.363862 0.06518 ENSG00000141965
PFKL ENSG00000141959.12 0.026194 0.028857 ENSG00000141959
PPAP2C ENSG00000141934.5 0.058919 0.046417 ENSG00000141934
TPGS1 ENSG00000141933.8 0.045747 0.047898 ENSG00000141933
hsa-mir-1199 ENSG00000141854.3 0.070135 0.04593 ENSG00000141854
ERBB2 ENSG00000141736.9 0.036225 0.032939 ENSG00000141736
FAM134C ENSG00000141699.6 0.043837 0.039383 ENSG00000141699
MBD1 ENSG00000141644.13 0.016035 0.042907 ENSG00000141644
MAPK4 ENSG00000141639.7 0.081175 0.051254 ENSG00000141639
TBCD ENSG00000141556.16 0.078467 0.053741 ENSG00000141556
ANAPC11 ENSG00000141552.13 0.02394 0.041752 ENSG00000141552
CSNK1D ENSG00000141551.10 0.026553 0.033392 ENSG00000141551
TP53 ENSG00000141510.11 0.022996 0.029377 ENSG00000141510
ZMYND15 ENSG00000141497.9 0.019649 0.029233 ENSG00000141497
ARRB2 ENSG00000141480.13 0.029782 0.028544 ENSG00000141480
NPC1 ENSG00000141458.7 0.044505 0.037554 ENSG00000141458
C18orf8 ENSG00000141452.5 0.051392 0.04329 ENSG00000141452
GREB1L ENSG00000141449.9 0.010335 0.034499 ENSG00000141449
GAREM ENSG00000141441.11 0.014771 0.028756 ENSG00000141441
G6PC3 ENSG00000141349.4 0.100478 0.05157 ENSG00000141349
SSH2 ENSG00000141298.13 0.015042 0.024879 ENSG00000141298
SCRN2 ENSG00000141295.9 0.471407 0.06442 ENSG00000141295
LRRC46 ENSG00000141294.5 0.251425 0.056905 ENSG00000141294
SKAP1 ENSG00000141293.11 0.058816 0.034805 ENSG00000141293
SPATA22 ENSG00000141255.8 0.026131 0.03375 ENSG00000141255
UNC45B ENSG00000141161.7 0.127419 0.058905 ENSG00000141161
DDX52 ENSG00000141141.10 0.139026 0.050702 ENSG00000141141
PRPSAP2 ENSG00000141127.10 0.056166 0.038806 ENSG00000141127
NOB1 ENSG00000141101.8 0.08844 0.041107 ENSG00000141101
RANBP10 ENSG00000141084.6 0.085761 0.041689 ENSG00000141084
CIRH1A ENSG00000141076.13 0.524565 0.063653 ENSG00000141076
KSR1 ENSG00000141068.9 0.028117 0.035988 ENSG00000141068
ZNF287 ENSG00000141040.10 0.032988 0.039195 ENSG00000141040
GID4 ENSG00000141034.5 0.029417 0.041812 ENSG00000141034
GAS8 ENSG00000141013.10 0.449943 0.074917 ENSG00000141013
TIGD7 ENSG00000140993.6 0.014779 0.024081 ENSG00000140993
RPS2 ENSG00000140988.11 0.069365 0.035853 ENSG00000140988
ZSCAN32 ENSG00000140987.15 0.019334 0.020464 ENSG00000140987
RHOT2 ENSG00000140983.8 0.020183 0.033745 ENSG00000140983
IRF8 ENSG00000140968.6 0.075596 0.052518 ENSG00000140968
GCSH ENSG00000140905.5 0.195444 0.056892 ENSG00000140905
ADAMTS18 ENSG00000140873.11 0.052641 0.041122 ENSG00000140873
KIFC3 ENSG00000140859.11 0.162654 0.062615 ENSG00000140859
CHST4 ENSG00000140835.7 0.017354 0.022123 ENSG00000140835
ABCC12 ENSG00000140798.11 0.108715 0.049994 ENSG00000140798
IGSF6 ENSG00000140749.7 0.010864 0.024982 ENSG00000140749
TGFB1I1 ENSG00000140682.14 0.071855 0.037815 ENSG00000140682
SLC5A2 ENSG00000140675.8 0.12298 0.046999 ENSG00000140675
GLYR1 ENSG00000140632.12 0.031036 0.040007 ENSG00000140632
IQGAP1 ENSG00000140575.8 0.01839 0.030642 ENSG00000140575
WDR93 ENSG00000140527.10 0.020235 0.034816 ENSG00000140527
RLBP1 ENSG00000140522.7 0.010653 0.026319 ENSG00000140522
POLG ENSG00000140521.7 0.06298 0.041645 ENSG00000140521
ULK3 ENSG00000140474.8 0.143027 0.051912 ENSG00000140474
CYP1A1 ENSG00000140465.9 0.033096 0.029761 ENSG00000140465
CYP11A1 ENSG00000140459.13 0.041201 0.039947 ENSG00000140459
NCOA2 ENSG00000140396.8 0.055198 0.038787 ENSG00000140396
HMG20A ENSG00000140382.10 0.073394 0.035199 ENSG00000140382
BCL2A1 ENSG00000140379.7 0.026743 0.032899 ENSG00000140379
UBE2Q2 ENSG00000140367.7 0.128606 0.04954 ENSG00000140367
DUOXA2 ENSG00000140274.9 0.048877 0.031774 ENSG00000140274
SORD ENSG00000140263.9 0.114892 0.043889 ENSG00000140263
DUOXA1 ENSG00000140254.8 0.084383 0.04654 ENSG00000140254
SLC12A6 ENSG00000140199.7 0.015442 0.029437 ENSG00000140199
NIPA2 ENSG00000140157.10 0.011947 0.024012 ENSG00000140157
C14orf79 ENSG00000140104.9 0.073867 0.038379 ENSG00000140104
SLC24A4 ENSG00000140090.13 0.027437 0.040088 ENSG00000140090
GPR65 ENSG00000140030.4 0.016223 0.025165 ENSG00000140030
WDR89 ENSG00000140006.7 0.048758 0.045378 ENSG00000140006
RDH12 ENSG00000139988.5 0.015778 0.031543 ENSG00000139988
SYT16 ENSG00000139973.11 0.015842 0.034509 ENSG00000139973
FRMD6 ENSG00000139926.11 0.037908 0.038006 ENSG00000139926
FITM1 ENSG00000139914.6 0.05988 0.045115 ENSG00000139914
TSSK4 ENSG00000139908.10 0.062568 0.044159 ENSG00000139908
CUL4A ENSG00000139842.10 0.045391 0.040747 ENSG00000139842
GRTP1 ENSG00000139835.9 0.421614 0.071002 ENSG00000139835
ZIC5 ENSG00000139800.8 0.015129 0.02833 ENSG00000139800
METTL21C ENSG00000139780.7 0.092558 0.048374 ENSG00000139780
VPS37B ENSG00000139722.2 0.043902 0.02996 ENSG00000139722
SETD1B ENSG00000139718.6 0.014493 0.024256 ENSG00000139718
KRT71 ENSG00000139648.6 0.020061 0.030154 ENSG00000139648
ITGB7 ENSG00000139626.11 0.052246 0.033692 ENSG00000139626
CERS5 ENSG00000139624.8 0.154559 0.05181 ENSG00000139624
MTMR6 ENSG00000139505.10 0.171675 0.05542 ENSG00000139505
FAM222A ENSG00000139438.5 0.020303 0.029001 ENSG00000139438
TMEM132B ENSG00000139364.6 0.101665 0.055405 ENSG00000139364
LUM ENSG00000139329.4 0.011774 0.020135 ENSG00000139329
PTPRQ ENSG00000139304.7 0.011681 0.021801 ENSG00000139304
PPFIA2 ENSG00000139220.12 0.03002 0.033869 ENSG00000139220
COL2A1 ENSG00000139219.13 0.064635 0.041895 ENSG00000139219
SCAF11 ENSG00000139218.13 0.018057 0.019474 ENSG00000139218
PIANP ENSG00000139200.9 0.034056 0.033422 ENSG00000139200
PEX5 ENSG00000139197.6 0.018898 0.026555 ENSG00000139197
RBP5 ENSG00000139194.3 0.018584 0.03243 ENSG00000139194
NDUFA9 ENSG00000139180.5 0.026182 0.030923 ENSG00000139180
C1RL ENSG00000139178.6 0.020175 0.030289 ENSG00000139178
ETNK1 ENSG00000139163.11 0.04102 0.03827 ENSG00000139163
METTL20 ENSG00000139160.9 0.028849 0.035334 ENSG00000139160
SLCO1C1 ENSG00000139155.4 0.236083 0.065655 ENSG00000139155
ALG10 ENSG00000139133.2 0.102184 0.044688 ENSG00000139133
YARS2 ENSG00000139131.8 0.100552 0.052357 ENSG00000139131
CPNE8 ENSG00000139117.9 0.123881 0.05139 ENSG00000139117
ETV6 ENSG00000139083.6 0.024825 0.036629 ENSG00000139083
PPP3CA ENSG00000138814.12 0.027795 0.028293 ENSG00000138814
C4orf17 ENSG00000138813.5 0.029964 0.03294 ENSG00000138813
HADH ENSG00000138796.11 0.074153 0.040179 ENSG00000138796
CENPE ENSG00000138778.7 0.132654 0.050618 ENSG00000138778
CDKL2 ENSG00000138769.6 0.045959 0.037005 ENSG00000138769
USO1 ENSG00000138768.10 0.020099 0.026657 ENSG00000138768
CCNG2 ENSG00000138764.9 0.028074 0.029526 ENSG00000138764
BMP2K ENSG00000138756.13 0.04037 0.029781 ENSG00000138756
NAAA ENSG00000138744.10 0.586666 0.050819 ENSG00000138744
RAP1GDS1 ENSG00000138698.10 0.035629 0.030144 ENSG00000138698
BMPR1B ENSG00000138696.6 0.10196 0.047238 ENSG00000138696
FGF2 ENSG00000138685.7 0.040192 0.030879 ENSG00000138685
HNRNPD ENSG00000138668.14 0.013746 0.029746 ENSG00000138668
C4orf21 ENSG00000138658.11 0.241908 0.057371 ENSG00000138658
PCDH10 ENSG00000138650.6 0.014986 0.022994 ENSG00000138650
FAM13A ENSG00000138640.10 0.043728 0.035082 ENSG00000138640
VWA9 ENSG00000138614.10 0.040781 0.031508 ENSG00000138614
PARP9 ENSG00000138496.12 0.042619 0.03859 ENSG00000138496
COX17 ENSG00000138495.2 0.119853 0.05235 ENSG00000138495
GUCA1C ENSG00000138472.6 0.037953 0.032338 ENSG00000138472
WDR12 ENSG00000138442.4 0.011931 0.023239 ENSG00000138442
OLA1 ENSG00000138430.11 0.089381 0.044847 ENSG00000138430
HECW2 ENSG00000138411.5 0.04212 0.030696 ENSG00000138411
PPIG ENSG00000138398.11 0.042217 0.042419 ENSG00000138398
METTL5 ENSG00000138382.9 0.15579 0.055976 ENSG00000138382
STAT4 ENSG00000138378.13 0.23429 0.060685 ENSG00000138378
ATIC ENSG00000138363.10 0.075267 0.042995 ENSG00000138363
MYPN ENSG00000138347.11 0.011706 0.017331 ENSG00000138347
GPR87 ENSG00000138271.4 0.01763 0.034068 ENSG00000138271
EXOC6 ENSG00000138190.12 0.028582 0.02906 ENSG00000138190
ENTPD1 ENSG00000138185.12 0.082135 0.040536 ENSG00000138185
KIF20B ENSG00000138182.10 0.142528 0.056199 ENSG00000138182
BTBD16 ENSG00000138152.7 0.093642 0.042675 ENSG00000138152
ATAD1 ENSG00000138138.9 0.058837 0.039811 ENSG00000138138
LOXL4 ENSG00000138131.3 0.047117 0.035456 ENSG00000138131
CYP2C8 ENSG00000138115.9 0.194761 0.062213 ENSG00000138115
CYP2C9 ENSG00000138109.9 0.125033 0.05121 ENSG00000138109
PREB ENSG00000138073.9 0.036303 0.036357 ENSG00000138073
ACTR2 ENSG00000138071.9 0.243746 0.062342 ENSG00000138071
THUMPD2 ENSG00000138050.10 0.011342 0.02475 ENSG00000138050
KHK ENSG00000138030.8 0.035046 0.028952 ENSG00000138030
IFT172 ENSG00000138002.10 0.016895 0.01999 ENSG00000138002
RTCA ENSG00000137996.8 0.299268 0.063038 ENSG00000137996
DBT ENSG00000137992.9 0.093537 0.047621 ENSG00000137992
DNASE2B ENSG00000137976.7 0.092129 0.046827 ENSG00000137976
ARHGAP29 ENSG00000137962.8 0.059137 0.039129 ENSG00000137962
GIPC2 ENSG00000137960.5 0.090545 0.039754 ENSG00000137960
IFI44L ENSG00000137959.10 0.045239 0.032974 ENSG00000137959
FNBP1L ENSG00000137942.12 0.021204 0.026199 ENSG00000137942
RSL24D1 ENSG00000137876.5 0.076693 0.045256 ENSG00000137876
BCL2L10 ENSG00000137875.4 0.104111 0.05106 ENSG00000137875
ZNF280D ENSG00000137871.15 0.026432 0.027861 ENSG00000137871
SLTM ENSG00000137776.12 0.044525 0.030436 ENSG00000137776
SQRDL ENSG00000137767.9 0.115562 0.054504 ENSG00000137767
CASP5 ENSG00000137757.6 0.015827 0.027491 ENSG00000137757
FXYD6 ENSG00000137726.11 0.094822 0.046338 ENSG00000137726
C11orf1 ENSG00000137720.3 0.089262 0.044023 ENSG00000137720
PPP2R1B ENSG00000137713.11 0.078608 0.042748 ENSG00000137713
MMP27 ENSG00000137675.4 0.025783 0.032459 ENSG00000137675
TRPC6 ENSG00000137672.8 0.014775 0.02977 ENSG00000137672
TMPRSS4 ENSG00000137648.12 0.053168 0.042388 ENSG00000137648
NARS2 ENSG00000137513.5 0.224695 0.061015 ENSG00000137513
CCDC90B ENSG00000137500.5 0.0198 0.030637 ENSG00000137500
PRKRIR ENSG00000137492.3 0.033074 0.031697 ENSG00000137492
TLR2 ENSG00000137462.6 0.012903 0.023909 ENSG00000137462
FGFBP2 ENSG00000137441.7 0.261087 0.068113 ENSG00000137441
FGFBP1 ENSG00000137440.3 0.016657 0.029368 ENSG00000137440
C6orf52 ENSG00000137434.7 0.533368 0.070569 ENSG00000137434
NRM ENSG00000137404.10 0.016868 0.022129 ENSG00000137404
ATAT1 ENSG00000137343.13 0.042531 0.037651 ENSG00000137343
PGBD1 ENSG00000137338.4 0.070228 0.040416 ENSG00000137338
MNF1 ENSG00000137288.5 0.183644 0.056614 ENSG00000137288
FOXF2 ENSG00000137273.3 0.111876 0.049969 ENSG00000137273
IRF4 ENSG00000137265.10 0.021063 0.025339 ENSG00000137265
GMPR ENSG00000137198.5 0.043776 0.030405 ENSG00000137198
ZSCAN9 ENSG00000137185.7 0.059093 0.038408 ENSG00000137185
FOXP4 ENSG00000137166.10 0.03052 0.041305 ENSG00000137166
RPS6 ENSG00000137154.8 0.148969 0.054975 ENSG00000137154
ALDH1B1 ENSG00000137124.6 0.016665 0.034034 ENSG00000137124
DCTN3 ENSG00000137100.11 0.015086 0.025179 ENSG00000137100
PLAA ENSG00000137055.10 0.051766 0.043801 ENSG00000137055
RANBP6 ENSG00000137040.8 0.012066 0.024611 ENSG00000137040
NOV ENSG00000136999.4 0.091573 0.042493 ENSG00000136999
DERL1 ENSG00000136986.5 0.104175 0.051941 ENSG00000136986
ARPC5L ENSG00000136950.9 0.012999 0.025463 ENSG00000136950
PDCL ENSG00000136940.9 0.015106 0.026704 ENSG00000136940
GOLGA1 ENSG00000136935.9 0.041121 0.04449 ENSG00000136935
HEMGN ENSG00000136929.8 0.010544 0.023392 ENSG00000136929
GARNL3 ENSG00000136895.14 0.080879 0.039023 ENSG00000136895
KIF12 ENSG00000136883.8 0.021956 0.036939 ENSG00000136883
STX17 ENSG00000136874.6 0.019288 0.029826 ENSG00000136874
STXBP1 ENSG00000136854.13 0.013383 0.024588 ENSG00000136854
DAB2IP ENSG00000136848.12 0.038507 0.034359 ENSG00000136848
FRRS1L ENSG00000136805.4 0.042445 0.036095 ENSG00000136805
YME1L1 ENSG00000136758.14 0.011288 0.020722 ENSG00000136758
SMPD4 ENSG00000136699.15 0.049136 0.037407 ENSG00000136699
IL1F10 ENSG00000136697.8 0.014563 0.021827 ENSG00000136697
IL36B ENSG00000136696.6 0.012658 0.024226 ENSG00000136696
IL36RN ENSG00000136695.10 0.011024 0.022099 ENSG00000136695
IL36A ENSG00000136694.8 0.014618 0.023665 ENSG00000136694
KCTD3 ENSG00000136636.8 0.03108 0.032687 ENSG00000136636
SKIL ENSG00000136603.9 0.052999 0.038855 ENSG00000136603
BLK ENSG00000136573.8 0.023169 0.027876 ENSG00000136573
TBR1 ENSG00000136535.10 0.033055 0.026784 ENSG00000136535
TACO1 ENSG00000136463.7 0.014197 0.018151 ENSG00000136463
CIB2 ENSG00000136425.8 0.432721 0.064737 ENSG00000136425
TM6SF1 ENSG00000136404.11 0.043956 0.041906 ENSG00000136404
NKX2-1 ENSG00000136352.13 0.010852 0.027989 ENSG00000136352
C7orf25 ENSG00000136197.8 0.039673 0.032297 ENSG00000136197
SCRN1 ENSG00000136193.11 0.030578 0.031702 ENSG00000136193
EDNRB ENSG00000136160.10 0.027997 0.030278 ENSG00000136160
COG3 ENSG00000136152.10 0.055939 0.036677 ENSG00000136152
PHF11 ENSG00000136147.12 0.13864 0.053063 ENSG00000136147
MED4 ENSG00000136146.10 0.137229 0.047572 ENSG00000136146
BORA ENSG00000136122.11 0.259792 0.068042 ENSG00000136122
PWP1 ENSG00000136045.7 0.010451 0.03532 ENSG00000136045
ANKRD36 ENSG00000135976.12 0.043026 0.039432 ENSG00000135976
SERPINE2 ENSG00000135919.8 0.015237 0.033153 ENSG00000135919
TTLL4 ENSG00000135912.6 0.015769 0.029795 ENSG00000135912
PAX3 ENSG00000135903.14 0.036278 0.040999 ENSG00000135903
MRPL44 ENSG00000135900.3 0.03861 0.030242 ENSG00000135900
FAM129A ENSG00000135842.12 0.107268 0.050584 ENSG00000135842
NPL ENSG00000135838.9 0.094248 0.053177 ENSG00000135838
KIAA1614 ENSG00000135835.6 0.034515 0.03763 ENSG00000135835
RGS8 ENSG00000135824.8 0.011842 0.026248 ENSG00000135824
STX6 ENSG00000135823.9 0.0542 0.038596 ENSG00000135823
CAPN9 ENSG00000135773.8 0.549607 0.054182 ENSG00000135773
URB2 ENSG00000135763.5 0.04087 0.038387 ENSG00000135763
AGT ENSG00000135744.7 0.386307 0.06524 ENSG00000135744
SLC9A5 ENSG00000135740.12 0.027581 0.020898 ENSG00000135740
FHOD1 ENSG00000135723.8 0.064701 0.038344 ENSG00000135723
KLHL36 ENSG00000135686.8 0.237256 0.07711 ENSG00000135686
MICAL1 ENSG00000135596.13 0.070086 0.044497 ENSG00000135596
PKIB ENSG00000135549.9 0.234209 0.060923 ENSG00000135549
OS9 ENSG00000135506.11 0.020424 0.029114 ENSG00000135506
FAIM2 ENSG00000135472.4 0.169639 0.062938 ENSG00000135472
TFCP2 ENSG00000135457.5 0.02464 0.028407 ENSG00000135457
GDF11 ENSG00000135414.5 0.014906 0.01573 ENSG00000135414
PRPH ENSG00000135406.9 0.07587 0.045818 ENSG00000135406
NAT10 ENSG00000135372.4 0.091941 0.043115 ENSG00000135372
LCA5 ENSG00000135338.8 0.039875 0.0344 ENSG00000135338
ORC3 ENSG00000135336.9 0.055553 0.038679 ENSG00000135336
EPHA7 ENSG00000135333.9 0.129635 0.049318 ENSG00000135333
SYNCRIP ENSG00000135316.13 0.016414 0.023282 ENSG00000135316
HTR1B ENSG00000135312.4 0.15864 0.056701 ENSG00000135312
MTO1 ENSG00000135297.11 0.145476 0.050273 ENSG00000135297
MDFIC ENSG00000135272.5 0.08979 0.044734 ENSG00000135272
SRPK2 ENSG00000135250.12 0.088878 0.037602 ENSG00000135250
FAM71F1 ENSG00000135248.11 0.114427 0.04978 ENSG00000135248
POM121C ENSG00000135213.8 0.089724 0.041267 ENSG00000135213
P2RX4 ENSG00000135124.10 0.353031 0.067668 ENSG00000135124
TBX3 ENSG00000135111.10 0.012446 0.020232 ENSG00000135111
USP30 ENSG00000135093.8 0.033424 0.029387 ENSG00000135093
HAVCR2 ENSG00000135077.4 0.058833 0.036456 ENSG00000135077
ADAM19 ENSG00000135074.11 0.183861 0.051515 ENSG00000135074
TMEM2 ENSG00000135048.9 0.033618 0.03123 ENSG00000135048
WDR36 ENSG00000134987.7 0.276324 0.065048 ENSG00000134987
KLB ENSG00000134962.6 0.089263 0.052022 ENSG00000134962
ETS1 ENSG00000134954.9 0.048491 0.033922 ENSG00000134954
CARS2 ENSG00000134905.12 0.437572 0.059774 ENSG00000134905
TPP2 ENSG00000134900.7 0.075502 0.046168 ENSG00000134900
ERCC5 ENSG00000134899.13 0.104693 0.051734 ENSG00000134899
BIVM ENSG00000134897.9 0.03847 0.038922 ENSG00000134897
PDGFRA ENSG00000134853.7 0.053263 0.038811 ENSG00000134853
CLOCK ENSG00000134852.10 0.100433 0.04658 ENSG00000134852
APLNR ENSG00000134817.9 0.027283 0.024514 ENSG00000134817
GIF ENSG00000134812.3 0.026893 0.027871 ENSG00000134812
FHOD3 ENSG00000134775.11 0.032354 0.024995 ENSG00000134775
DSC1 ENSG00000134765.5 0.045018 0.040963 ENSG00000134765
PRPF38A ENSG00000134748.12 0.195507 0.057199 ENSG00000134748
BTF3L4 ENSG00000134717.13 0.012111 0.023339 ENSG00000134717
PHC2 ENSG00000134686.12 0.031628 0.028583 ENSG00000134686
LRP4 ENSG00000134569.5 0.057606 0.036145 ENSG00000134569
KLRD1 ENSG00000134539.12 0.057116 0.031141 ENSG00000134539
SLCO1B1 ENSG00000134538.2 0.011184 0.023816 ENSG00000134538
SOX5 ENSG00000134532.11 0.04349 0.042087 ENSG00000134532
FBXO18 ENSG00000134452.14 0.050497 0.045188 ENSG00000134452
KIAA1468 ENSG00000134444.9 0.035537 0.038814 ENSG00000134444
CFHR4 ENSG00000134365.7 0.08842 0.045805 ENSG00000134365
ANO3 ENSG00000134343.8 0.090621 0.045614 ENSG00000134343
MYCN ENSG00000134323.10 0.033894 0.029659 ENSG00000134323
YWHAQ ENSG00000134308.9 0.021652 0.035313 ENSG00000134308
PPHLN1 ENSG00000134283.13 0.117395 0.046945 ENSG00000134283
SPIRE1 ENSG00000134278.10 0.011034 0.023584 ENSG00000134278
NGF ENSG00000134259.3 0.045573 0.031611 ENSG00000134259
HMGCS2 ENSG00000134240.7 0.024661 0.027577 ENSG00000134240
VAV3 ENSG00000134215.11 0.129338 0.050824 ENSG00000134215
REG4 ENSG00000134193.10 0.026151 0.026329 ENSG00000134193
