AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
EXO5 ENSG00000164002.7 0.067895 0.038288 ENSG00000164002
ABLIM2 ENSG00000163995.14 0.091893 0.04348 ENSG00000163995
PRKCD ENSG00000163932.9 0.052734 0.036379 ENSG00000163932
LRRC2 ENSG00000163827.8 0.061349 0.040021 ENSG00000163827
FYCO1 ENSG00000163820.10 0.207535 0.061527 ENSG00000163820
CDCP1 ENSG00000163814.3 0.065176 0.045254 ENSG00000163814
C3orf67 ENSG00000163689.14 0.076928 0.041327 ENSG00000163689
DCLK3 ENSG00000163673.6 0.327722 0.067208 ENSG00000163673
CADPS ENSG00000163618.13 0.108012 0.051485 ENSG00000163618
CD200R1 ENSG00000163606.6 0.087718 0.044503 ENSG00000163606
LRRC58 ENSG00000163428.3 0.080401 0.043415 ENSG00000163428
EIF4E3 ENSG00000163412.7 0.074621 0.053552 ENSG00000163412
IGFN1 ENSG00000163395.12 0.086303 0.050296 ENSG00000163395
LMOD3 ENSG00000163380.11 0.231509 0.06555 ENSG00000163380
EOGT ENSG00000163378.9 0.062097 0.038186 ENSG00000163378
MRPS18C ENSG00000163319.6 0.17257 0.057511 ENSG00000163319
HELQ ENSG00000163312.6 0.100378 0.045805 ENSG00000163312
MSX1 ENSG00000163132.6 0.072845 0.053749 ENSG00000163132
BIRC8 ENSG00000163098.3 0.054539 0.050072 ENSG00000163098
NOSTRIN ENSG00000163072.10 0.219473 0.058168 ENSG00000163072
ANKRD30BL ENSG00000163046.11 0.113477 0.048164 ENSG00000163046
CCDC138 ENSG00000163006.6 0.133204 0.049325 ENSG00000163006
FRZB ENSG00000162998.4 0.118137 0.049744 ENSG00000162998
C1orf145 ENSG00000162913.9 0.14409 0.047959 ENSG00000162913
SLC9C2 ENSG00000162753.9 0.16998 0.055148 ENSG00000162753
PEA15 ENSG00000162734.8 0.089862 0.052123 ENSG00000162734
KCNT2 ENSG00000162687.11 0.075066 0.04036 ENSG00000162687
C1orf52 ENSG00000162642.9 0.051031 0.040324 ENSG00000162642
NTNG1 ENSG00000162631.14 0.286041 0.061172 ENSG00000162631
LRRIQ3 ENSG00000162620.11 0.59357 0.050427 ENSG00000162620
SCNN1D ENSG00000162572.15 0.058226 0.038412 ENSG00000162572
C1orf177 ENSG00000162398.7 0.094499 0.046692 ENSG00000162398
FAM151A ENSG00000162391.7 0.057783 0.044371 ENSG00000162391
C1orf123 ENSG00000162384.9 0.211355 0.060924 ENSG00000162384
ZYG11B ENSG00000162378.8 0.138681 0.051805 ENSG00000162378
SELRC1 ENSG00000162377.4 0.056999 0.038508 ENSG00000162377
TAL1 ENSG00000162367.7 0.058201 0.036921 ENSG00000162367
PDZK1IP1 ENSG00000162366.3 0.168637 0.060335 ENSG00000162366
TPCN2 ENSG00000162341.11 0.099871 0.055429 ENSG00000162341
RPL29 ENSG00000162244.6 0.769546 0.044195 ENSG00000162244
TTC9C ENSG00000162222.9 0.206729 0.058692 ENSG00000162222
ASGR2 ENSG00000161944.12 0.054002 0.031536 ENSG00000161944
KRT82 ENSG00000161850.2 0.090444 0.046632 ENSG00000161850
AQP5 ENSG00000161798.6 0.057125 0.040344 ENSG00000161798
MPP3 ENSG00000161647.14 0.08184 0.044834 ENSG00000161647
TMEM143 ENSG00000161558.6 0.157232 0.053507 ENSG00000161558
CYGB ENSG00000161544.5 0.088069 0.06018 ENSG00000161544
PGAP3 ENSG00000161395.8 0.136878 0.052096 ENSG00000161395
FBXO27 ENSG00000161243.4 0.080268 0.045487 ENSG00000161243
MFSD12 ENSG00000161091.8 0.187939 0.061002 ENSG00000161091
SH2B2 ENSG00000160999.8 0.125768 0.052299 ENSG00000160999
LY6K ENSG00000160886.9 0.316959 0.059541 ENSG00000160886
SLC25A44 ENSG00000160785.9 0.080547 0.043888 ENSG00000160785
ZNF714 ENSG00000160352.11 0.05191 0.035105 ENSG00000160352
FTCD ENSG00000160282.9 0.156364 0.054236 ENSG00000160282
FAM207A ENSG00000160256.8 0.167621 0.05918 ENSG00000160256
ITGB2 ENSG00000160255.12 0.075233 0.048561 ENSG00000160255
ICOSLG ENSG00000160223.12 0.105281 0.05859 ENSG00000160223
RRP1 ENSG00000160214.8 0.183312 0.056635 ENSG00000160214
HSF2BP ENSG00000160207.4 0.082286 0.044408 ENSG00000160207
CTBP1 ENSG00000159692.11 0.085838 0.057991 ENSG00000159692
IRX6 ENSG00000159387.7 0.094978 0.050972 ENSG00000159387
PADI4 ENSG00000159339.9 0.061131 0.035278 ENSG00000159339
PLA2G4D ENSG00000159337.6 0.079064 0.047259 ENSG00000159337
MRPL10 ENSG00000159111.8 0.201253 0.060532 ENSG00000159111
B4GALT3 ENSG00000158850.10 0.063457 0.04101 ENSG00000158850
ZNF276 ENSG00000158805.7 0.054087 0.035339 ENSG00000158805
TSPAN33 ENSG00000158457.4 0.233048 0.065679 ENSG00000158457
WDR66 ENSG00000158023.5 0.149135 0.051401 ENSG00000158023
FAM213B ENSG00000157870.10 0.060069 0.045273 ENSG00000157870
SLC37A3 ENSG00000157800.13 0.060905 0.050423 ENSG00000157800
SLC34A2 ENSG00000157765.7 0.111998 0.053177 ENSG00000157765
CREB3L1 ENSG00000157613.6 0.059507 0.0339 ENSG00000157613
AFAP1L1 ENSG00000157510.9 0.098338 0.053577 ENSG00000157510
ZNF19 ENSG00000157429.11 0.102727 0.046068 ENSG00000157429
CACNA1D ENSG00000157388.8 0.075221 0.045279 ENSG00000157388
IL34 ENSG00000157368.6 0.058178 0.037031 ENSG00000157368
DHRS4 ENSG00000157326.14 0.154934 0.054572 ENSG00000157326
GATAD1 ENSG00000157259.6 0.342983 0.072466 ENSG00000157259
PAXIP1 ENSG00000157212.14 0.082945 0.051541 ENSG00000157212
COX6A2 ENSG00000156885.4 0.058926 0.040336 ENSG00000156885
TBC1D31 ENSG00000156787.12 0.068686 0.043552 ENSG00000156787
MAPK13 ENSG00000156711.12 0.108287 0.048066 ENSG00000156711
GLYATL2 ENSG00000156689.2 0.205443 0.056701 ENSG00000156689
TYSND1 ENSG00000156521.9 0.089333 0.052884 ENSG00000156521
HK1 ENSG00000156515.16 0.053525 0.041444 ENSG00000156515
KCNS2 ENSG00000156486.7 0.067369 0.045243 ENSG00000156486
C8orf37 ENSG00000156172.5 0.235343 0.075574 ENSG00000156172
NDUFAF6 ENSG00000156170.8 0.090303 0.040401 ENSG00000156170
FAM154A ENSG00000155875.9 0.182996 0.056302 ENSG00000155875
OTOA ENSG00000155719.12 0.097123 0.041196 ENSG00000155719
HEATR3 ENSG00000155393.8 0.545626 0.052046 ENSG00000155393
RP11-195B21.3 ENSG00000155282.7 0.0618 0.060321 ENSG00000155282
PROM2 ENSG00000155066.11 0.08203 0.047701 ENSG00000155066
CYP2U1 ENSG00000155016.13 0.140098 0.05114 ENSG00000155016
ANKRD40 ENSG00000154945.6 0.088114 0.049692 ENSG00000154945
ATP5G3 ENSG00000154518.5 0.116288 0.042949 ENSG00000154518
GBP5 ENSG00000154451.10 0.072753 0.038172 ENSG00000154451
UCHL1 ENSG00000154277.8 0.078401 0.047453 ENSG00000154277
GAL3ST2 ENSG00000154252.11 0.122471 0.04858 ENSG00000154252
PRKCA ENSG00000154229.7 0.277525 0.067363 ENSG00000154229
ABI3BP ENSG00000154175.12 0.086167 0.041518 ENSG00000154175
TOMM70A ENSG00000154174.7 0.21588 0.061019 ENSG00000154174
C6orf57 ENSG00000154079.5 0.345711 0.062483 ENSG00000154079
GDPD1 ENSG00000153982.6 0.052033 0.03848 ENSG00000153982
MSI2 ENSG00000153944.6 0.072102 0.048135 ENSG00000153944
KCNJ16 ENSG00000153822.9 0.116632 0.051215 ENSG00000153822
TMPRSS11D ENSG00000153802.7 0.095802 0.046988 ENSG00000153802
FAM92B ENSG00000153789.8 0.087189 0.064266 ENSG00000153789
PTPRD ENSG00000153707.11 0.069298 0.055222 ENSG00000153707
UBP1 ENSG00000153560.7 0.063005 0.036288 ENSG00000153560
ADPRHL1 ENSG00000153531.8 0.13714 0.05834 ENSG00000153531
TEX29 ENSG00000153495.6 0.050627 0.049439 ENSG00000153495
ASAP1 ENSG00000153317.10 0.307983 0.064137 ENSG00000153317
FEZF2 ENSG00000153266.8 0.055197 0.04343 ENSG00000153266
MERTK ENSG00000153208.12 0.236905 0.071654 ENSG00000153208
CLGN ENSG00000153132.8 0.104411 0.04849 ENSG00000153132
JAKMIP1 ENSG00000152969.12 0.155185 0.059817 ENSG00000152969
ZNF117 ENSG00000152926.9 0.194656 0.061393 ENSG00000152926
GGPS1 ENSG00000152904.7 0.111149 0.047347 ENSG00000152904
PRDM8 ENSG00000152784.11 0.090796 0.049556 ENSG00000152784
SAR1B ENSG00000152700.9 0.054808 0.04264 ENSG00000152700
CLEC4F ENSG00000152672.3 0.053705 0.03159 ENSG00000152672
MEPE ENSG00000152595.12 0.057361 0.040947 ENSG00000152595
NMT2 ENSG00000152465.13 0.16951 0.065577 ENSG00000152465
DCLRE1C ENSG00000152457.13 0.281972 0.072323 ENSG00000152457
POC5 ENSG00000152359.10 0.089188 0.042176 ENSG00000152359
TGOLN2 ENSG00000152291.9 0.268169 0.062356 ENSG00000152291
PDK1 ENSG00000152256.8 0.066672 0.042316 ENSG00000152256
CYSLTR2 ENSG00000152207.3 0.064711 0.038535 ENSG00000152207
TUBA3E ENSG00000152086.7 0.0555 0.037753 ENSG00000152086
LIX1L ENSG00000152022.7 0.080963 0.041232 ENSG00000152022
GFRA1 ENSG00000151892.10 0.073093 0.045496 ENSG00000151892
GABRA2 ENSG00000151834.11 0.081872 0.041179 ENSG00000151834
BICD1 ENSG00000151746.9 0.215962 0.060843 ENSG00000151746
KCNJ1 ENSG00000151704.11 0.168407 0.057403 ENSG00000151704
INPP1 ENSG00000151689.8 0.182936 0.055702 ENSG00000151689
ANKAR ENSG00000151687.10 0.056423 0.040784 ENSG00000151687
TMEM18 ENSG00000151353.10 0.075648 0.045392 ENSG00000151353
CSNK1G3 ENSG00000151292.13 0.127626 0.047951 ENSG00000151292
EIF4E ENSG00000151247.8 0.0522 0.034428 ENSG00000151247
GXYLT1 ENSG00000151233.6 0.259041 0.065099 ENSG00000151233
UEVLD ENSG00000151116.12 0.143191 0.063759 ENSG00000151116
SAP18 ENSG00000150459.8 0.073518 0.057204 ENSG00000150459
N6AMT2 ENSG00000150456.6 0.11601 0.052053 ENSG00000150456
TMEM218 ENSG00000150433.5 0.067759 0.048698 ENSG00000150433
ITGB1 ENSG00000150093.14 0.059005 0.031733 ENSG00000150093
TMEM219 ENSG00000149932.12 0.135339 0.06271 ENSG00000149932
DOC2A ENSG00000149927.13 0.057617 0.033327 ENSG00000149927
TBX6 ENSG00000149922.6 0.305775 0.071078 ENSG00000149922
FAU ENSG00000149806.6 0.104918 0.044803 ENSG00000149806
TAGLN ENSG00000149591.12 0.053264 0.039042 ENSG00000149591
MS4A2 ENSG00000149534.4 0.05757 0.037559 ENSG00000149534
SLC22A8 ENSG00000149452.11 0.053761 0.041326 ENSG00000149452
ENDOD1 ENSG00000149218.4 0.055673 0.042799 ENSG00000149218
C11orf49 ENSG00000149179.9 0.162981 0.058675 ENSG00000149179
ZNF214 ENSG00000149050.5 0.051957 0.042138 ENSG00000149050
PDCD11 ENSG00000148843.9 0.08357 0.045755 ENSG00000148843
RPP30 ENSG00000148688.9 0.105047 0.048708 ENSG00000148688
POLR3A ENSG00000148606.8 0.05576 0.038566 ENSG00000148606
RGR ENSG00000148604.9 0.071124 0.040764 ENSG00000148604
RSU1 ENSG00000148484.13 0.407456 0.067429 ENSG00000148484
CACNA1B ENSG00000148408.8 0.159527 0.064246 ENSG00000148408
INPP5E ENSG00000148384.11 0.265583 0.060289 ENSG00000148384
LRSAM1 ENSG00000148356.9 0.06572 0.04583 ENSG00000148356
SURF4 ENSG00000148248.9 0.058326 0.048292 ENSG00000148248
WDR31 ENSG00000148225.11 0.075574 0.048919 ENSG00000148225
ASTN2 ENSG00000148219.12 0.050821 0.050299 ENSG00000148219
IDNK ENSG00000148057.11 0.129432 0.050587 ENSG00000148057
SLC39A4 ENSG00000147804.5 0.73252 0.046907 ENSG00000147804
FAM135B ENSG00000147724.7 0.162495 0.059297 ENSG00000147724
FAM83A ENSG00000147689.12 0.062151 0.040111 ENSG00000147689
NDUFB9 ENSG00000147684.3 0.097788 0.050997 ENSG00000147684
LRP12 ENSG00000147650.7 0.189228 0.060806 ENSG00000147650
DPYS ENSG00000147647.8 0.102454 0.04653 ENSG00000147647
SLC26A7 ENSG00000147606.4 0.074999 0.044248 ENSG00000147606
GOLGA7 ENSG00000147533.12 0.089939 0.052478 ENSG00000147533
CSGALNACT1 ENSG00000147408.10 0.060123 0.038083 ENSG00000147408
CNPY1 ENSG00000146910.7 0.05423 0.044571 ENSG00000146910
NOM1 ENSG00000146909.3 0.324887 0.062884 ENSG00000146909
TMEM209 ENSG00000146842.12 0.158409 0.060916 ENSG00000146842
PSPH ENSG00000146733.9 0.103585 0.050327 ENSG00000146733
AIG1 ENSG00000146416.12 0.140428 0.053576 ENSG00000146416
SHPRH ENSG00000146414.11 0.057951 0.033221 ENSG00000146414
SLC2A12 ENSG00000146411.5 0.116048 0.057459 ENSG00000146411
RNF217 ENSG00000146373.11 0.116411 0.050632 ENSG00000146373
TBC1D32 ENSG00000146350.9 0.172841 0.060303 ENSG00000146350
RARS2 ENSG00000146282.13 0.073677 0.042575 ENSG00000146282
PHIP ENSG00000146247.13 0.06209 0.03389 ENSG00000146247
MLIP ENSG00000146147.10 0.075494 0.038628 ENSG00000146147
FBXO38 ENSG00000145868.12 0.082321 0.039612 ENSG00000145868
SLC25A48 ENSG00000145832.8 0.083567 0.04802 ENSG00000145832
CXCL14 ENSG00000145824.8 0.071131 0.045056 ENSG00000145824
ADAMTS19 ENSG00000145808.4 0.076942 0.040875 ENSG00000145808
SPATA9 ENSG00000145757.11 0.337935 0.06034 ENSG00000145757
FBXL17 ENSG00000145743.11 0.063901 0.038948 ENSG00000145743
HAPLN1 ENSG00000145681.6 0.142282 0.059376 ENSG00000145681
TIFA ENSG00000145365.9 0.108561 0.046876 ENSG00000145365
DDIT4L ENSG00000145358.2 0.08491 0.040912 ENSG00000145358
CISD2 ENSG00000145354.5 0.202014 0.056416 ENSG00000145354
TRMT10A ENSG00000145331.9 0.144161 0.054712 ENSG00000145331
ENOPH1 ENSG00000145293.10 0.087062 0.056575 ENSG00000145293
PLAC8 ENSG00000145287.6 0.220617 0.059664 ENSG00000145287
ATP10D ENSG00000145246.9 0.056871 0.034176 ENSG00000145246
EPHA5 ENSG00000145242.9 0.057181 0.037857 ENSG00000145242
SLC26A1 ENSG00000145217.9 0.06675 0.044999 ENSG00000145217
MUC4 ENSG00000145113.17 0.22347 0.071721 ENSG00000145113
TM4SF19 ENSG00000145107.10 0.056608 0.044243 ENSG00000145107
TMEM44 ENSG00000145014.13 0.112709 0.055981 ENSG00000145014
LPP ENSG00000145012.8 0.056534 0.036057 ENSG00000145012
EIF2A ENSG00000144895.7 0.070669 0.04698 ENSG00000144895
BOC ENSG00000144857.10 0.121365 0.049892 ENSG00000144857
GPR128 ENSG00000144820.3 0.078395 0.044487 ENSG00000144820
IL17RD ENSG00000144730.12 0.063177 0.04207 ENSG00000144730
STAC ENSG00000144681.6 0.100174 0.049146 ENSG00000144681
FAM198A ENSG00000144649.4 0.064706 0.0409 ENSG00000144649
OSBPL10 ENSG00000144645.9 0.089848 0.052353 ENSG00000144645
TAMM41 ENSG00000144559.6 0.114381 0.047393 ENSG00000144559
SUMF1 ENSG00000144455.9 0.051594 0.033206 ENSG00000144455
GULP1 ENSG00000144366.11 0.091471 0.046021 ENSG00000144366
PHOSPHO2 ENSG00000144362.7 0.360787 0.060717 ENSG00000144362
SCN1A ENSG00000144285.11 0.057012 0.035511 ENSG00000144285
AMMECR1L ENSG00000144233.5 0.075642 0.04377 ENSG00000144233
POLR2D ENSG00000144231.6 0.230069 0.062497 ENSG00000144231
LYG1 ENSG00000144214.5 0.197841 0.057409 ENSG00000144214
TMEM177 ENSG00000144120.8 0.077661 0.047459 ENSG00000144120
NAT8 ENSG00000144035.3 0.288993 0.063259 ENSG00000144035
MRPS5 ENSG00000144029.7 0.053829 0.033809 ENSG00000144029
GDF7 ENSG00000143869.5 0.061483 0.040591 ENSG00000143869
FBXO28 ENSG00000143756.7 0.151309 0.056727 ENSG00000143756
DEGS1 ENSG00000143753.8 0.128452 0.055431 ENSG00000143753
FLG ENSG00000143631.10 0.052315 0.032583 ENSG00000143631
TP53BP2 ENSG00000143514.12 0.072507 0.040686 ENSG00000143514
HHIPL2 ENSG00000143512.8 0.17874 0.05979 ENSG00000143512
DYRK3 ENSG00000143479.11 0.110665 0.05078 ENSG00000143479
OAZ3 ENSG00000143450.10 0.114095 0.056389 ENSG00000143450
PI4KB ENSG00000143393.12 0.066913 0.045939 ENSG00000143393
SNX27 ENSG00000143376.8 0.050216 0.033792 ENSG00000143376
ECM1 ENSG00000143369.10 0.059617 0.041834 ENSG00000143369
DPT ENSG00000143196.4 0.055085 0.037421 ENSG00000143196
XCL2 ENSG00000143185.3 0.360909 0.065425 ENSG00000143185
XCL1 ENSG00000143184.4 0.052638 0.044383 ENSG00000143184
TMCO1 ENSG00000143183.12 0.062437 0.044901 ENSG00000143183
MPC2 ENSG00000143158.6 0.245476 0.058554 ENSG00000143158
TIPRL ENSG00000143155.8 0.385924 0.066112 ENSG00000143155
ALDH9A1 ENSG00000143149.8 0.247915 0.0611 ENSG00000143149
STRIP1 ENSG00000143093.10 0.079504 0.041404 ENSG00000143093
KIAA0319L ENSG00000142687.13 0.071983 0.040988 ENSG00000142687
CTU1 ENSG00000142544.6 0.074451 0.048283 ENSG00000142544
FAM71E1 ENSG00000142530.6 0.162601 0.065226 ENSG00000142530
WTIP ENSG00000142279.8 0.060085 0.047444 ENSG00000142279
IFNAR1 ENSG00000142166.8 0.113027 0.054915 ENSG00000142166
ATHL1 ENSG00000142102.11 0.746077 0.038377 ENSG00000142102
MVB12A ENSG00000141971.8 0.280161 0.070541 ENSG00000141971
VAV1 ENSG00000141968.3 0.07205 0.045047 ENSG00000141968
FEM1A ENSG00000141965.3 0.363862 0.06518 ENSG00000141965
PPAP2C ENSG00000141934.5 0.058919 0.046417 ENSG00000141934
hsa-mir-1199 ENSG00000141854.3 0.070135 0.04593 ENSG00000141854
MAPK4 ENSG00000141639.7 0.081175 0.051254 ENSG00000141639
TBCD ENSG00000141556.16 0.078467 0.053741 ENSG00000141556
C18orf8 ENSG00000141452.5 0.051392 0.04329 ENSG00000141452
G6PC3 ENSG00000141349.4 0.100478 0.05157 ENSG00000141349
SCRN2 ENSG00000141295.9 0.471407 0.06442 ENSG00000141295
LRRC46 ENSG00000141294.5 0.251425 0.056905 ENSG00000141294
SKAP1 ENSG00000141293.11 0.058816 0.034805 ENSG00000141293
UNC45B ENSG00000141161.7 0.127419 0.058905 ENSG00000141161
DDX52 ENSG00000141141.10 0.139026 0.050702 ENSG00000141141
PRPSAP2 ENSG00000141127.10 0.056166 0.038806 ENSG00000141127
NOB1 ENSG00000141101.8 0.08844 0.041107 ENSG00000141101
RANBP10 ENSG00000141084.6 0.085761 0.041689 ENSG00000141084
CIRH1A ENSG00000141076.13 0.524565 0.063653 ENSG00000141076
GAS8 ENSG00000141013.10 0.449943 0.074917 ENSG00000141013
RPS2 ENSG00000140988.11 0.069365 0.035853 ENSG00000140988
IRF8 ENSG00000140968.6 0.075596 0.052518 ENSG00000140968
GCSH ENSG00000140905.5 0.195444 0.056892 ENSG00000140905
ADAMTS18 ENSG00000140873.11 0.052641 0.041122 ENSG00000140873
KIFC3 ENSG00000140859.11 0.162654 0.062615 ENSG00000140859
ABCC12 ENSG00000140798.11 0.108715 0.049994 ENSG00000140798
TGFB1I1 ENSG00000140682.14 0.071855 0.037815 ENSG00000140682
SLC5A2 ENSG00000140675.8 0.12298 0.046999 ENSG00000140675
POLG ENSG00000140521.7 0.06298 0.041645 ENSG00000140521
ULK3 ENSG00000140474.8 0.143027 0.051912 ENSG00000140474
NCOA2 ENSG00000140396.8 0.055198 0.038787 ENSG00000140396
HMG20A ENSG00000140382.10 0.073394 0.035199 ENSG00000140382
UBE2Q2 ENSG00000140367.7 0.128606 0.04954 ENSG00000140367
SORD ENSG00000140263.9 0.114892 0.043889 ENSG00000140263
DUOXA1 ENSG00000140254.8 0.084383 0.04654 ENSG00000140254
C14orf79 ENSG00000140104.9 0.073867 0.038379 ENSG00000140104
FITM1 ENSG00000139914.6 0.05988 0.045115 ENSG00000139914
TSSK4 ENSG00000139908.10 0.062568 0.044159 ENSG00000139908
GRTP1 ENSG00000139835.9 0.421614 0.071002 ENSG00000139835
METTL21C ENSG00000139780.7 0.092558 0.048374 ENSG00000139780
ITGB7 ENSG00000139626.11 0.052246 0.033692 ENSG00000139626
CERS5 ENSG00000139624.8 0.154559 0.05181 ENSG00000139624
MTMR6 ENSG00000139505.10 0.171675 0.05542 ENSG00000139505
TMEM132B ENSG00000139364.6 0.101665 0.055405 ENSG00000139364
COL2A1 ENSG00000139219.13 0.064635 0.041895 ENSG00000139219
SLCO1C1 ENSG00000139155.4 0.236083 0.065655 ENSG00000139155
ALG10 ENSG00000139133.2 0.102184 0.044688 ENSG00000139133
YARS2 ENSG00000139131.8 0.100552 0.052357 ENSG00000139131
CPNE8 ENSG00000139117.9 0.123881 0.05139 ENSG00000139117
HADH ENSG00000138796.11 0.074153 0.040179 ENSG00000138796
CENPE ENSG00000138778.7 0.132654 0.050618 ENSG00000138778
NAAA ENSG00000138744.10 0.586666 0.050819 ENSG00000138744
BMPR1B ENSG00000138696.6 0.10196 0.047238 ENSG00000138696
C4orf21 ENSG00000138658.11 0.241908 0.057371 ENSG00000138658
COX17 ENSG00000138495.2 0.119853 0.05235 ENSG00000138495
OLA1 ENSG00000138430.11 0.089381 0.044847 ENSG00000138430
METTL5 ENSG00000138382.9 0.15579 0.055976 ENSG00000138382
STAT4 ENSG00000138378.13 0.23429 0.060685 ENSG00000138378
ATIC ENSG00000138363.10 0.075267 0.042995 ENSG00000138363
ENTPD1 ENSG00000138185.12 0.082135 0.040536 ENSG00000138185
KIF20B ENSG00000138182.10 0.142528 0.056199 ENSG00000138182
BTBD16 ENSG00000138152.7 0.093642 0.042675 ENSG00000138152
ATAD1 ENSG00000138138.9 0.058837 0.039811 ENSG00000138138
CYP2C8 ENSG00000138115.9 0.194761 0.062213 ENSG00000138115
CYP2C9 ENSG00000138109.9 0.125033 0.05121 ENSG00000138109
ACTR2 ENSG00000138071.9 0.243746 0.062342 ENSG00000138071
RTCA ENSG00000137996.8 0.299268 0.063038 ENSG00000137996
DBT ENSG00000137992.9 0.093537 0.047621 ENSG00000137992
DNASE2B ENSG00000137976.7 0.092129 0.046827 ENSG00000137976
ARHGAP29 ENSG00000137962.8 0.059137 0.039129 ENSG00000137962
GIPC2 ENSG00000137960.5 0.090545 0.039754 ENSG00000137960
RSL24D1 ENSG00000137876.5 0.076693 0.045256 ENSG00000137876
BCL2L10 ENSG00000137875.4 0.104111 0.05106 ENSG00000137875
SQRDL ENSG00000137767.9 0.115562 0.054504 ENSG00000137767
FXYD6 ENSG00000137726.11 0.094822 0.046338 ENSG00000137726
C11orf1 ENSG00000137720.3 0.089262 0.044023 ENSG00000137720
PPP2R1B ENSG00000137713.11 0.078608 0.042748 ENSG00000137713
TMPRSS4 ENSG00000137648.12 0.053168 0.042388 ENSG00000137648
NARS2 ENSG00000137513.5 0.224695 0.061015 ENSG00000137513
FGFBP2 ENSG00000137441.7 0.261087 0.068113 ENSG00000137441
C6orf52 ENSG00000137434.7 0.533368 0.070569 ENSG00000137434
PGBD1 ENSG00000137338.4 0.070228 0.040416 ENSG00000137338
MNF1 ENSG00000137288.5 0.183644 0.056614 ENSG00000137288
FOXF2 ENSG00000137273.3 0.111876 0.049969 ENSG00000137273
ZSCAN9 ENSG00000137185.7 0.059093 0.038408 ENSG00000137185
RPS6 ENSG00000137154.8 0.148969 0.054975 ENSG00000137154
PLAA ENSG00000137055.10 0.051766 0.043801 ENSG00000137055
NOV ENSG00000136999.4 0.091573 0.042493 ENSG00000136999
DERL1 ENSG00000136986.5 0.104175 0.051941 ENSG00000136986
GARNL3 ENSG00000136895.14 0.080879 0.039023 ENSG00000136895
SKIL ENSG00000136603.9 0.052999 0.038855 ENSG00000136603
CIB2 ENSG00000136425.8 0.432721 0.064737 ENSG00000136425
COG3 ENSG00000136152.10 0.055939 0.036677 ENSG00000136152
PHF11 ENSG00000136147.12 0.13864 0.053063 ENSG00000136147
MED4 ENSG00000136146.10 0.137229 0.047572 ENSG00000136146
BORA ENSG00000136122.11 0.259792 0.068042 ENSG00000136122
FAM129A ENSG00000135842.12 0.107268 0.050584 ENSG00000135842
NPL ENSG00000135838.9 0.094248 0.053177 ENSG00000135838
STX6 ENSG00000135823.9 0.0542 0.038596 ENSG00000135823
CAPN9 ENSG00000135773.8 0.549607 0.054182 ENSG00000135773
AGT ENSG00000135744.7 0.386307 0.06524 ENSG00000135744
FHOD1 ENSG00000135723.8 0.064701 0.038344 ENSG00000135723
KLHL36 ENSG00000135686.8 0.237256 0.07711 ENSG00000135686
MICAL1 ENSG00000135596.13 0.070086 0.044497 ENSG00000135596
PKIB ENSG00000135549.9 0.234209 0.060923 ENSG00000135549
FAIM2 ENSG00000135472.4 0.169639 0.062938 ENSG00000135472
PRPH ENSG00000135406.9 0.07587 0.045818 ENSG00000135406
NAT10 ENSG00000135372.4 0.091941 0.043115 ENSG00000135372
ORC3 ENSG00000135336.9 0.055553 0.038679 ENSG00000135336
EPHA7 ENSG00000135333.9 0.129635 0.049318 ENSG00000135333
HTR1B ENSG00000135312.4 0.15864 0.056701 ENSG00000135312
MTO1 ENSG00000135297.11 0.145476 0.050273 ENSG00000135297
MDFIC ENSG00000135272.5 0.08979 0.044734 ENSG00000135272
SRPK2 ENSG00000135250.12 0.088878 0.037602 ENSG00000135250
FAM71F1 ENSG00000135248.11 0.114427 0.04978 ENSG00000135248
POM121C ENSG00000135213.8 0.089724 0.041267 ENSG00000135213
P2RX4 ENSG00000135124.10 0.353031 0.067668 ENSG00000135124
HAVCR2 ENSG00000135077.4 0.058833 0.036456 ENSG00000135077
ADAM19 ENSG00000135074.11 0.183861 0.051515 ENSG00000135074
WDR36 ENSG00000134987.7 0.276324 0.065048 ENSG00000134987
KLB ENSG00000134962.6 0.089263 0.052022 ENSG00000134962
CARS2 ENSG00000134905.12 0.437572 0.059774 ENSG00000134905
TPP2 ENSG00000134900.7 0.075502 0.046168 ENSG00000134900
ERCC5 ENSG00000134899.13 0.104693 0.051734 ENSG00000134899
PDGFRA ENSG00000134853.7 0.053263 0.038811 ENSG00000134853
CLOCK ENSG00000134852.10 0.100433 0.04658 ENSG00000134852
PRPF38A ENSG00000134748.12 0.195507 0.057199 ENSG00000134748
LRP4 ENSG00000134569.5 0.057606 0.036145 ENSG00000134569
KLRD1 ENSG00000134539.12 0.057116 0.031141 ENSG00000134539
FBXO18 ENSG00000134452.14 0.050497 0.045188 ENSG00000134452
CFHR4 ENSG00000134365.7 0.08842 0.045805 ENSG00000134365
ANO3 ENSG00000134343.8 0.090621 0.045614 ENSG00000134343
PPHLN1 ENSG00000134283.13 0.117395 0.046945 ENSG00000134283
VAV3 ENSG00000134215.11 0.129338 0.050824 ENSG00000134215
EDEM1 ENSG00000134109.6 0.24969 0.070806 ENSG00000134109
MEN1 ENSG00000133895.10 0.065755 0.039374 ENSG00000133895
AMPD3 ENSG00000133805.11 0.431576 0.063325 ENSG00000133805
SWAP70 ENSG00000133789.10 0.102439 0.046473 ENSG00000133789
SPINK5 ENSG00000133710.11 0.30844 0.05927 ENSG00000133710
