AssociatedGeneName EnsemblGeneID h2.CrossTissue se.CrossTissue ensid
CCDC169 ENSG00000242715.3 0.278833 0.057777 ENSG00000242715
TXNDC15 ENSG00000113621.10 0.231893 0.059497 ENSG00000113621
WDR52 ENSG00000206530.4 0.14885 0.046722 ENSG00000206530
ATP6V0D1 ENSG00000159720.7 0.161173 0.057954 ENSG00000159720
ZWINT ENSG00000122952.12 0.101248 0.045213 ENSG00000122952
TRIP4 ENSG00000103671.5 0.253391 0.061022 ENSG00000103671
PMS1 ENSG00000064933.12 0.111537 0.051816 ENSG00000064933
MRPS16 ENSG00000182180.9 0.301727 0.075864 ENSG00000182180
KYNU ENSG00000115919.10 0.100682 0.045044 ENSG00000115919
CCDC13 ENSG00000244607.1 0.360822 0.063635 ENSG00000244607
NEXN ENSG00000162614.13 0.080683 0.039602 ENSG00000162614
CRLF1 ENSG00000006016.6 0.154228 0.062873 ENSG00000006016
MRAP2 ENSG00000135324.5 0.130672 0.052572 ENSG00000135324
EPB41L4A ENSG00000129595.8 0.298162 0.060273 ENSG00000129595
IFT27 ENSG00000100360.10 0.201101 0.062104 ENSG00000100360
MXD3 ENSG00000213347.6 0.274993 0.060858 ENSG00000213347
YIPF3 ENSG00000137207.7 0.10896 0.049801 ENSG00000137207
EIF2D ENSG00000143486.11 0.118278 0.049014 ENSG00000143486
GNA13 ENSG00000120063.5 0.13333 0.058866 ENSG00000120063
ERCC3 ENSG00000163161.8 0.414369 0.060883 ENSG00000163161
NXPE3 ENSG00000144815.9 0.184945 0.059032 ENSG00000144815
LRCH4 ENSG00000077454.11 0.138542 0.059007 ENSG00000077454
RPS24 ENSG00000138326.14 0.100412 0.045833 ENSG00000138326
IVD ENSG00000128928.4 0.410181 0.068254 ENSG00000128928
ZNF613 ENSG00000176024.12 0.111845 0.05359 ENSG00000176024
MAP3K3 ENSG00000198909.3 0.14921 0.05186 ENSG00000198909
ZNF385C ENSG00000187595.10 0.124406 0.050693 ENSG00000187595
TRIM66 ENSG00000166436.11 0.436528 0.066225 ENSG00000166436
SPC24 ENSG00000161888.7 0.239952 0.059403 ENSG00000161888
DNAJB12 ENSG00000148719.9 0.1929 0.059472 ENSG00000148719
RNF123 ENSG00000164068.11 0.211039 0.065934 ENSG00000164068
C2CD5 ENSG00000111731.8 0.182922 0.053216 ENSG00000111731
C10orf112 ENSG00000204740.5 0.484208 0.069813 ENSG00000204740
PGAM5 ENSG00000247077.2 0.368582 0.068105 ENSG00000247077
SLC22A16 ENSG00000004809.9 0.486606 0.068521 ENSG00000004809
CCDC148 ENSG00000153237.13 0.099781 0.047745 ENSG00000153237
UGT3A2 ENSG00000168671.5 0.113422 0.051451 ENSG00000168671
KRT7 ENSG00000135480.10 0.116279 0.055865 ENSG00000135480
LINGO1 ENSG00000169783.8 0.102586 0.045578 ENSG00000169783
MGAM ENSG00000257335.4 0.162787 0.054038 ENSG00000257335
PKHD1L1 ENSG00000205038.7 0.115723 0.047606 ENSG00000205038
RNGTT ENSG00000111880.11 0.191397 0.060156 ENSG00000111880
IMMP2L ENSG00000184903.5 0.133431 0.047185 ENSG00000184903
TRPM2 ENSG00000142185.12 0.078649 0.039101 ENSG00000142185
MMS22L ENSG00000146263.7 0.168153 0.053039 ENSG00000146263
ACVR2A ENSG00000121989.10 0.093593 0.040742 ENSG00000121989
BOP1 ENSG00000170727.7 0.138715 0.053971 ENSG00000170727
ITGAD ENSG00000156886.11 0.413989 0.076142 ENSG00000156886
STK35 ENSG00000125834.8 0.140263 0.057326 ENSG00000125834
CLDN15 ENSG00000106404.9 0.222642 0.055752 ENSG00000106404
DR1 ENSG00000117505.7 0.1434 0.051363 ENSG00000117505
SMIM8 ENSG00000111850.5 0.351932 0.066626 ENSG00000111850
NFIC ENSG00000141905.13 0.123805 0.049519 ENSG00000141905
ZNF577 ENSG00000161551.8 0.332695 0.058858 ENSG00000161551
KLHL26 ENSG00000167487.7 0.10133 0.045785 ENSG00000167487
SRRD ENSG00000100104.7 0.214307 0.061484 ENSG00000100104
PCDHB15 ENSG00000113248.3 0.146036 0.055802 ENSG00000113248
CNOT8 ENSG00000155508.9 0.149836 0.054859 ENSG00000155508
APRT ENSG00000198931.6 0.341979 0.074339 ENSG00000198931
TCN2 ENSG00000185339.4 0.281231 0.07345 ENSG00000185339
RBMXL1 ENSG00000213516.5 0.146324 0.052374 ENSG00000213516
CYP27C1 ENSG00000186684.8 0.181394 0.05713 ENSG00000186684
QSOX1 ENSG00000116260.12 0.127832 0.055961 ENSG00000116260
AK4 ENSG00000162433.10 0.087368 0.041821 ENSG00000162433
F2 ENSG00000180210.10 0.167654 0.065896 ENSG00000180210
UBAP1L ENSG00000246922.4 0.111053 0.047036 ENSG00000246922
SUPV3L1 ENSG00000156502.9 0.13868 0.056239 ENSG00000156502
SLC30A8 ENSG00000164756.8 0.141117 0.054997 ENSG00000164756
C16orf3 ENSG00000221819.2 0.291885 0.076561 ENSG00000221819
NOC3L ENSG00000173145.7 0.235944 0.061068 ENSG00000173145
MAP3K2 ENSG00000169967.12 0.221717 0.05728 ENSG00000169967
ADAL ENSG00000168803.10 0.569198 0.066628 ENSG00000168803
LIG4 ENSG00000174405.9 0.227968 0.067596 ENSG00000174405
CTD-2210P24.4 ENSG00000205106.2 0.434514 0.064582 ENSG00000205106
ZSWIM2 ENSG00000163012.3 0.097451 0.041307 ENSG00000163012
SFT2D2 ENSG00000213064.4 0.131461 0.052093 ENSG00000213064
POP5 ENSG00000167272.6 0.157135 0.051157 ENSG00000167272
FXYD1 ENSG00000266964.1 0.111968 0.053181 ENSG00000266964
CELF6 ENSG00000140488.9 0.093795 0.045594 ENSG00000140488
NAPEPLD ENSG00000161048.7 0.272251 0.059923 ENSG00000161048
CLCC1 ENSG00000121940.11 0.182773 0.06037 ENSG00000121940
ZNF470 ENSG00000197016.7 0.203517 0.060736 ENSG00000197016
INCENP ENSG00000149503.8 0.221303 0.064195 ENSG00000149503
GSDMC ENSG00000147697.4 0.203601 0.065037 ENSG00000147697
SYT3 ENSG00000213023.5 0.25042 0.071174 ENSG00000213023
RGL3 ENSG00000205517.8 0.137414 0.058917 ENSG00000205517
KLHL5 ENSG00000109790.12 0.106937 0.04378 ENSG00000109790
SLC29A3 ENSG00000198246.7 0.184804 0.060086 ENSG00000198246
SRA1 ENSG00000213523.5 0.149287 0.054922 ENSG00000213523
PDE3B ENSG00000152270.4 0.133858 0.055875 ENSG00000152270
SMCO3 ENSG00000179256.2 0.181619 0.056194 ENSG00000179256
FCER2 ENSG00000104921.10 0.267719 0.072433 ENSG00000104921
PDHX ENSG00000110435.7 0.375724 0.065467 ENSG00000110435
SLC35E4 ENSG00000100036.11 0.269606 0.066206 ENSG00000100036
DZIP1L ENSG00000158163.10 0.098144 0.046768 ENSG00000158163
YPEL3 ENSG00000090238.7 0.114063 0.045859 ENSG00000090238
HAX1 ENSG00000143575.10 0.142922 0.059576 ENSG00000143575
RASSF1 ENSG00000068028.13 0.117734 0.056045 ENSG00000068028
ASCC3 ENSG00000112249.9 0.219324 0.059175 ENSG00000112249
TADA1 ENSG00000152382.5 0.206443 0.062184 ENSG00000152382
DKFZP779L1853 ENSG00000269514.1 0.182339 0.053816 ENSG00000269514
FRS3 ENSG00000137218.6 0.098393 0.046029 ENSG00000137218
AKR1E2 ENSG00000165568.13 0.314736 0.070597 ENSG00000165568
STT3B ENSG00000163527.5 0.121775 0.05688 ENSG00000163527
HKDC1 ENSG00000156510.11 0.176259 0.059791 ENSG00000156510
RASGRP3 ENSG00000152689.13 0.071575 0.035417 ENSG00000152689
PCDHB12 ENSG00000120328.4 0.212827 0.056113 ENSG00000120328
ZNF23 ENSG00000167377.12 0.15068 0.057763 ENSG00000167377
ABRACL ENSG00000146386.7 0.306951 0.06209 ENSG00000146386
RC3H1 ENSG00000135870.7 0.162346 0.056824 ENSG00000135870
GRN ENSG00000030582.12 0.148277 0.056792 ENSG00000030582
ROPN1 ENSG00000065371.13 0.164409 0.059134 ENSG00000065371
ZNF211 ENSG00000121417.9 0.263379 0.056338 ENSG00000121417
SLC6A16 ENSG00000063127.11 0.178185 0.054513 ENSG00000063127
PUS7L ENSG00000129317.10 0.122177 0.048498 ENSG00000129317
CCDC7 ENSG00000216937.7 0.124669 0.046023 ENSG00000216937
RHBDD3 ENSG00000100263.9 0.133079 0.051612 ENSG00000100263
FAH ENSG00000103876.7 0.130187 0.057661 ENSG00000103876
LGALS4 ENSG00000171747.4 0.139028 0.058657 ENSG00000171747
CYB561 ENSG00000008283.11 0.117003 0.044784 ENSG00000008283
CYP3A5 ENSG00000106258.9 0.146098 0.055154 ENSG00000106258
SMYD2 ENSG00000143499.9 0.132318 0.058852 ENSG00000143499
DIS3L ENSG00000166938.8 0.338363 0.065028 ENSG00000166938
CERS4 ENSG00000090661.7 0.26195 0.072361 ENSG00000090661
GADD45G ENSG00000130222.6 0.10016 0.046697 ENSG00000130222
CILP2 ENSG00000160161.4 0.100027 0.043637 ENSG00000160161
SCRN3 ENSG00000144306.9 0.202331 0.064956 ENSG00000144306
MTBP ENSG00000172167.3 0.173371 0.049852 ENSG00000172167
RFPL2 ENSG00000128253.9 0.209914 0.057327 ENSG00000128253
DPP7 ENSG00000176978.9 0.186227 0.059287 ENSG00000176978
LAMTOR5 ENSG00000134248.9 0.25114 0.064465 ENSG00000134248
PPP1R12C ENSG00000125503.8 0.124817 0.061857 ENSG00000125503
C10orf68 ENSG00000150076.18 0.245798 0.055483 ENSG00000150076
HINT1 ENSG00000169567.7 0.105897 0.049596 ENSG00000169567
HHLA3 ENSG00000197568.9 0.463741 0.064155 ENSG00000197568
ARMC2 ENSG00000118690.8 0.289607 0.060407 ENSG00000118690
DSTYK ENSG00000133059.12 0.193777 0.052952 ENSG00000133059
GTPBP10 ENSG00000105793.11 0.286783 0.062761 ENSG00000105793
CHKB ENSG00000100288.15 0.277204 0.060773 ENSG00000100288
PLK5 ENSG00000185988.7 0.368753 0.07352 ENSG00000185988
AC009403.2 ENSG00000216895.4 0.204792 0.064718 ENSG00000216895
NRXN2 ENSG00000110076.14 0.196968 0.054966 ENSG00000110076
BAIAP2L2 ENSG00000128298.12 0.104085 0.049176 ENSG00000128298
UACA ENSG00000137831.10 0.147929 0.051292 ENSG00000137831
RGPD8 ENSG00000169629.7 0.756314 0.038636 ENSG00000169629
CLCN7 ENSG00000103249.13 0.333239 0.063225 ENSG00000103249
GRAMD1C ENSG00000178075.15 0.146249 0.057133 ENSG00000178075
GSTM3 ENSG00000134202.6 0.806326 0.030948 ENSG00000134202
LRRC1 ENSG00000137269.10 0.112224 0.046025 ENSG00000137269
SLC27A6 ENSG00000113396.8 0.183428 0.058292 ENSG00000113396
DLEU2L ENSG00000116652.5 0.143415 0.054181 ENSG00000116652
ACBD4 ENSG00000181513.10 0.262449 0.065134 ENSG00000181513
ZKSCAN2 ENSG00000155592.11 0.243808 0.057727 ENSG00000155592
FBLN7 ENSG00000144152.8 0.148156 0.056834 ENSG00000144152
CYP8B1 ENSG00000180432.4 0.130138 0.050865 ENSG00000180432
SLC27A5 ENSG00000083807.5 0.113129 0.046899 ENSG00000083807
NUDT2 ENSG00000164978.13 0.734486 0.038788 ENSG00000164978
SNRPE ENSG00000182004.8 0.189137 0.061418 ENSG00000182004
NME7 ENSG00000143156.9 0.346384 0.060405 ENSG00000143156
LILRA2 ENSG00000239998.1 0.244821 0.061361 ENSG00000239998
SIAH1 ENSG00000196470.7 0.078802 0.03886 ENSG00000196470
FCHO1 ENSG00000130475.10 0.107368 0.049473 ENSG00000130475
LYNX1 ENSG00000180155.14 0.437832 0.063225 ENSG00000180155
TTC12 ENSG00000149292.12 0.116659 0.044724 ENSG00000149292
ATXN7L2 ENSG00000162650.11 0.093526 0.046503 ENSG00000162650
C19orf82 ENSG00000267106.1 0.094105 0.042037 ENSG00000267106
CD300C ENSG00000167850.3 0.208761 0.057684 ENSG00000167850
CBLN1 ENSG00000102924.7 0.389802 0.070839 ENSG00000102924
MRPL45 ENSG00000174100.5 0.166081 0.063754 ENSG00000174100
NLRC5 ENSG00000140853.11 0.209486 0.068738 ENSG00000140853
LDB3 ENSG00000122367.15 0.182141 0.05435 ENSG00000122367
C9orf135 ENSG00000204711.4 0.138611 0.05527 ENSG00000204711
NAGA ENSG00000198951.7 0.117641 0.046923 ENSG00000198951
MPP7 ENSG00000150054.14 0.180742 0.055915 ENSG00000150054
RUFY3 ENSG00000018189.8 0.129975 0.051083 ENSG00000018189
MN1 ENSG00000169184.5 0.134861 0.061824 ENSG00000169184
MRPS26 ENSG00000125901.5 0.266547 0.064297 ENSG00000125901
MAPKBP1 ENSG00000137802.9 0.134749 0.048279 ENSG00000137802
SLC35A5 ENSG00000138459.4 0.37443 0.062937 ENSG00000138459
GUF1 ENSG00000151806.9 0.451087 0.061953 ENSG00000151806
VWDE ENSG00000146530.7 0.088518 0.038881 ENSG00000146530
ALG11 ENSG00000253710.1 0.275337 0.060031 ENSG00000253710
TAS2R20 ENSG00000255837.1 0.094813 0.040671 ENSG00000255837
CRB1 ENSG00000134376.9 0.093961 0.046819 ENSG00000134376
MT1F ENSG00000198417.5 0.119097 0.05499 ENSG00000198417
LMF1 ENSG00000103227.14 0.164315 0.055544 ENSG00000103227
KIAA0513 ENSG00000135709.8 0.136222 0.059221 ENSG00000135709
CLEC2L ENSG00000236279.2 0.123552 0.054423 ENSG00000236279
SCOC ENSG00000153130.12 0.155018 0.052638 ENSG00000153130
DNPH1 ENSG00000112667.8 0.288178 0.065835 ENSG00000112667
SIL1 ENSG00000120725.8 0.083683 0.037443 ENSG00000120725
ACBD3 ENSG00000182827.8 0.113476 0.046078 ENSG00000182827
MRPL36 ENSG00000171421.8 0.085088 0.041421 ENSG00000171421
CNOT6L ENSG00000138767.8 0.212056 0.052814 ENSG00000138767
ASB4 ENSG00000005981.8 0.325753 0.059677 ENSG00000005981
TADA2A ENSG00000108264.12 0.516301 0.056244 ENSG00000108264
GCLC ENSG00000001084.6 0.164468 0.056621 ENSG00000001084
MED19 ENSG00000156603.10 0.378803 0.070137 ENSG00000156603
CCDC92 ENSG00000119242.4 0.231091 0.060564 ENSG00000119242
HS3ST1 ENSG00000002587.5 0.134547 0.051988 ENSG00000002587
COL25A1 ENSG00000188517.10 0.232273 0.063363 ENSG00000188517
LYPD6B ENSG00000150556.12 0.185986 0.059126 ENSG00000150556
UGGT2 ENSG00000102595.14 0.190077 0.051025 ENSG00000102595
NCOA4 ENSG00000138293.15 0.090259 0.044707 ENSG00000138293
PRPSAP1 ENSG00000161542.12 0.141892 0.052552 ENSG00000161542
MUM1 ENSG00000160953.10 0.330712 0.067454 ENSG00000160953
TBCE ENSG00000116957.8 0.304804 0.066116 ENSG00000116957
PPP4C ENSG00000149923.9 0.186592 0.072758 ENSG00000149923
KIAA0825 ENSG00000185261.9 0.105788 0.042147 ENSG00000185261
CCDC167 ENSG00000198937.8 0.209564 0.057603 ENSG00000198937
AL158147.2 ENSG00000269305.1 0.281726 0.064172 ENSG00000269305
ARV1 ENSG00000173409.9 0.188825 0.058171 ENSG00000173409
CSGALNACT2 ENSG00000169826.6 0.394953 0.060089 ENSG00000169826
NUDT6 ENSG00000170917.8 0.130219 0.046025 ENSG00000170917
MAT1A ENSG00000151224.8 0.103263 0.044855 ENSG00000151224
LYRM2 ENSG00000083099.6 0.150532 0.05049 ENSG00000083099
CLN5 ENSG00000102805.9 0.15614 0.052863 ENSG00000102805
PCDHB2 ENSG00000112852.4 0.280509 0.063248 ENSG00000112852
MAVS ENSG00000088888.13 0.228411 0.06292 ENSG00000088888
TEX40 ENSG00000219435.3 0.162635 0.051133 ENSG00000219435
C19orf18 ENSG00000177025.3 0.125532 0.051047 ENSG00000177025
GP6 ENSG00000088053.7 0.273898 0.067086 ENSG00000088053
ENPP3 ENSG00000154269.10 0.086894 0.042077 ENSG00000154269
KDELR3 ENSG00000100196.6 0.099461 0.049385 ENSG00000100196
NBPF16 ENSG00000203827.7 0.118098 0.048484 ENSG00000203827
WBP2NL ENSG00000183066.10 0.38834 0.069226 ENSG00000183066
MAPK10 ENSG00000109339.14 0.098334 0.045569 ENSG00000109339
KIAA1024 ENSG00000169330.4 0.112361 0.055767 ENSG00000169330
COPS6 ENSG00000168090.5 0.14119 0.053723 ENSG00000168090
ACOT1 ENSG00000184227.3 0.126083 0.051764 ENSG00000184227
MST1R ENSG00000164078.8 0.157156 0.060224 ENSG00000164078
DYX1C1 ENSG00000256061.3 0.366547 0.066769 ENSG00000256061
PMM1 ENSG00000100417.7 0.128279 0.049485 ENSG00000100417
MZT2A ENSG00000173272.9 0.609498 0.052177 ENSG00000173272
MEI1 ENSG00000167077.8 0.220619 0.057277 ENSG00000167077
GABRP ENSG00000094755.12 0.135891 0.056622 ENSG00000094755
LYPD3 ENSG00000124466.8 0.153736 0.050052 ENSG00000124466
FAM47E-STBD1 ENSG00000118804.7 0.098418 0.043503 ENSG00000118804
C20orf26 ENSG00000089101.13 0.124774 0.052131 ENSG00000089101
SPPL3 ENSG00000157837.11 0.167693 0.048427 ENSG00000157837
C17orf104 ENSG00000180336.13 0.140234 0.046417 ENSG00000180336
MEPCE ENSG00000146834.9 0.101467 0.040363 ENSG00000146834
C1QL4 ENSG00000186897.3 0.123177 0.055031 ENSG00000186897
ARPC5 ENSG00000162704.11 0.156189 0.047561 ENSG00000162704
RBM45 ENSG00000155636.9 0.083243 0.040483 ENSG00000155636
SH2D3A ENSG00000125731.8 0.451787 0.068888 ENSG00000125731
ASB14 ENSG00000239388.4 0.190009 0.060136 ENSG00000239388
PNPO ENSG00000108439.5 0.22026 0.056264 ENSG00000108439
C12orf43 ENSG00000157895.7 0.152906 0.053571 ENSG00000157895
GLRX2 ENSG00000023572.4 0.147856 0.052392 ENSG00000023572
RIBC2 ENSG00000128408.7 0.414917 0.060583 ENSG00000128408
TEC ENSG00000135605.8 0.201445 0.058285 ENSG00000135605
PPP1R3C ENSG00000119938.8 0.096958 0.046015 ENSG00000119938
LPHN3 ENSG00000150471.10 0.147576 0.0521 ENSG00000150471
VPS33A ENSG00000139719.5 0.158651 0.057268 ENSG00000139719
PARVG ENSG00000138964.11 0.224154 0.064537 ENSG00000138964
ZNF778 ENSG00000170100.9 0.170236 0.05827 ENSG00000170100
CHST1 ENSG00000175264.3 0.144591 0.048628 ENSG00000175264
PLA2G16 ENSG00000176485.6 0.390052 0.07284 ENSG00000176485
RASGRF2 ENSG00000113319.7 0.09916 0.048887 ENSG00000113319
DPH7 ENSG00000148399.7 0.134154 0.048802 ENSG00000148399
AKR1B15 ENSG00000227471.4 0.169061 0.05045 ENSG00000227471
RPS6KC1 ENSG00000136643.7 0.138784 0.049584 ENSG00000136643
CACNG6 ENSG00000130433.3 0.12604 0.061473 ENSG00000130433
NCK2 ENSG00000071051.9 0.172261 0.054533 ENSG00000071051
TAF1A ENSG00000143498.13 0.219104 0.060301 ENSG00000143498
FGGY ENSG00000172456.12 0.159017 0.058864 ENSG00000172456
WDR91 ENSG00000105875.9 0.092937 0.042497 ENSG00000105875
ZNF34 ENSG00000196378.7 0.328588 0.067496 ENSG00000196378
CDK10 ENSG00000185324.17 0.391096 0.066405 ENSG00000185324
GABRR2 ENSG00000111886.9 0.255434 0.064937 ENSG00000111886
BNIP1 ENSG00000113734.13 0.49833 0.060339 ENSG00000113734
CNTN2 ENSG00000184144.5 0.19846 0.060528 ENSG00000184144
BICC1 ENSG00000122870.7 0.205837 0.062816 ENSG00000122870
DCSTAMP ENSG00000164935.2 0.172639 0.057197 ENSG00000164935
VNN2 ENSG00000112303.9 0.29446 0.063663 ENSG00000112303
RRAS2 ENSG00000133818.8 0.134875 0.048549 ENSG00000133818
DDX51 ENSG00000185163.5 0.134176 0.048708 ENSG00000185163
LNX1 ENSG00000072201.9 0.101621 0.046005 ENSG00000072201
EFCAB1 ENSG00000034239.6 0.0814 0.039387 ENSG00000034239
NF2 ENSG00000186575.13 0.130541 0.053098 ENSG00000186575
ATF5 ENSG00000169136.4 0.314635 0.073732 ENSG00000169136
C15orf65 ENSG00000261652.2 0.13133 0.046339 ENSG00000261652
SMPDL3A ENSG00000172594.8 0.127711 0.061861 ENSG00000172594
EFCAB7 ENSG00000203965.8 0.223024 0.059098 ENSG00000203965
FAM81B ENSG00000153347.5 0.266408 0.057479 ENSG00000153347
ZNF432 ENSG00000256087.2 0.116399 0.049164 ENSG00000256087
ITGB5 ENSG00000082781.6 0.147548 0.054889 ENSG00000082781
CCNB1IP1 ENSG00000100814.13 0.158293 0.059065 ENSG00000100814
CHMP1A ENSG00000131165.10 0.330788 0.072348 ENSG00000131165
RASA4 ENSG00000105808.13 0.220571 0.064215 ENSG00000105808
PLAC8L1 ENSG00000173261.4 0.175544 0.065439 ENSG00000173261
TEX14 ENSG00000121101.11 0.25523 0.057389 ENSG00000121101
AXDND1 ENSG00000162779.16 0.458881 0.064589 ENSG00000162779
CRELD2 ENSG00000184164.10 0.1136 0.056323 ENSG00000184164
FKBP1A ENSG00000088832.10 0.179124 0.06516 ENSG00000088832
TMEM37 ENSG00000171227.6 0.118595 0.04945 ENSG00000171227
PIGO ENSG00000165282.9 0.110987 0.044473 ENSG00000165282
NFATC3 ENSG00000072736.14 0.192658 0.065661 ENSG00000072736
ATP6V0A2 ENSG00000185344.9 0.116075 0.042313 ENSG00000185344
SLC25A47 ENSG00000140107.10 0.263939 0.07026 ENSG00000140107
METTL12 ENSG00000214756.3 0.157959 0.057625 ENSG00000214756
ZBED6CL ENSG00000188707.4 0.33322 0.064887 ENSG00000188707
RIOK2 ENSG00000058729.6 0.432377 0.074269 ENSG00000058729
POR ENSG00000127948.9 0.117045 0.049308 ENSG00000127948
ACADM ENSG00000117054.9 0.207081 0.056136 ENSG00000117054
TLR6 ENSG00000174130.8 0.14501 0.054515 ENSG00000174130
FCER1G ENSG00000158869.6 0.127753 0.057613 ENSG00000158869
PIGK ENSG00000142892.10 0.155672 0.050938 ENSG00000142892
TMCO6 ENSG00000113119.8 0.096035 0.042678 ENSG00000113119
ZFAND4 ENSG00000172671.15 0.220385 0.062309 ENSG00000172671
ACSF3 ENSG00000176715.11 0.451487 0.06351 ENSG00000176715
PRR4 ENSG00000111215.6 0.096735 0.047036 ENSG00000111215
CREG2 ENSG00000175874.4 0.16043 0.052915 ENSG00000175874
IRF5 ENSG00000128604.14 0.311601 0.062103 ENSG00000128604
IGLL1 ENSG00000128322.6 0.183065 0.058076 ENSG00000128322
GRAMD3 ENSG00000155324.5 0.114754 0.051146 ENSG00000155324
HSCB ENSG00000100209.5 0.098904 0.044962 ENSG00000100209
ZNF843 ENSG00000176723.5 0.228141 0.074683 ENSG00000176723
OGFRL1 ENSG00000119900.7 0.116275 0.05309 ENSG00000119900
PHTF2 ENSG00000006576.12 0.097571 0.048187 ENSG00000006576
TFR2 ENSG00000106327.8 0.098452 0.044845 ENSG00000106327
MTAP ENSG00000099810.14 0.169067 0.053638 ENSG00000099810
GLO1 ENSG00000124767.6 0.197613 0.057614 ENSG00000124767
SMG7 ENSG00000116698.16 0.169319 0.056199 ENSG00000116698
FRAS1 ENSG00000138759.13 0.168999 0.054157 ENSG00000138759
ACO1 ENSG00000122729.13 0.112806 0.053972 ENSG00000122729
SUCLG2 ENSG00000172340.10 0.360069 0.064707 ENSG00000172340
REEP5 ENSG00000129625.8 0.263953 0.060508 ENSG00000129625
NUP35 ENSG00000163002.8 0.237573 0.058334 ENSG00000163002
CTBS ENSG00000117151.7 0.300932 0.067165 ENSG00000117151
AFF3 ENSG00000144218.13 0.13269 0.05413 ENSG00000144218
MYO1E ENSG00000157483.4 0.112453 0.049959 ENSG00000157483
VARS2 ENSG00000137411.12 0.070066 0.03448 ENSG00000137411
AGBL3 ENSG00000146856.10 0.268424 0.063608 ENSG00000146856
DPYSL4 ENSG00000151640.8 0.092777 0.045822 ENSG00000151640
GCDH ENSG00000105607.8 0.23256 0.060756 ENSG00000105607
ABCC4 ENSG00000125257.9 0.290425 0.065345 ENSG00000125257
FBXO24 ENSG00000106336.8 0.115978 0.053791 ENSG00000106336
C2CD4A ENSG00000198535.5 0.115798 0.04793 ENSG00000198535
LARS ENSG00000133706.13 0.116984 0.040907 ENSG00000133706
RGP1 ENSG00000107185.8 0.113783 0.050285 ENSG00000107185
SH2B1 ENSG00000178188.10 0.107634 0.041931 ENSG00000178188
AKIP1 ENSG00000166452.7 0.165526 0.051261 ENSG00000166452
MBOAT7 ENSG00000125505.12 0.297537 0.06763 ENSG00000125505
CD2AP ENSG00000198087.7 0.104509 0.049114 ENSG00000198087
TXK ENSG00000074966.6 0.183553 0.060285 ENSG00000074966
PPIL1 ENSG00000137168.7 0.172419 0.05587 ENSG00000137168
ZNF10 ENSG00000256223.1 0.111108 0.047846 ENSG00000256223
PTPLB ENSG00000206527.5 0.123637 0.054173 ENSG00000206527
CYP4A11 ENSG00000187048.8 0.101318 0.043614 ENSG00000187048
NAP1L5 ENSG00000177432.6 0.112158 0.04702 ENSG00000177432
POLR3G ENSG00000113356.6 0.089692 0.043206 ENSG00000113356
FAM184A ENSG00000111879.14 0.11842 0.052689 ENSG00000111879
LPCAT2 ENSG00000087253.7 0.103252 0.047917 ENSG00000087253
SDHA ENSG00000073578.12 0.102907 0.042129 ENSG00000073578
SCN2A ENSG00000136531.9 0.097892 0.0437 ENSG00000136531
STRC ENSG00000242866.5 0.321856 0.072715 ENSG00000242866
POU1F1 ENSG00000064835.6 0.294566 0.070199 ENSG00000064835
SLC10A4 ENSG00000145248.6 0.115602 0.046176 ENSG00000145248
MPHOSPH8 ENSG00000196199.9 0.131063 0.047001 ENSG00000196199
SMPD2 ENSG00000135587.4 0.258929 0.060441 ENSG00000135587
CD3G ENSG00000160654.5 0.119434 0.052213 ENSG00000160654
FKBP11 ENSG00000134285.6 0.303581 0.060734 ENSG00000134285
MRPL4 ENSG00000105364.9 0.14231 0.059514 ENSG00000105364
MRPL54 ENSG00000183617.4 0.428171 0.063579 ENSG00000183617
TPM4 ENSG00000167460.10 0.115618 0.053658 ENSG00000167460
HBS1L ENSG00000112339.10 0.293724 0.058167 ENSG00000112339
CCDC171 ENSG00000164989.11 0.203619 0.057432 ENSG00000164989
TMPRSS11F ENSG00000198092.5 0.36815 0.066787 ENSG00000198092
TNPO2 ENSG00000105576.11 0.104394 0.048573 ENSG00000105576
ABCB1 ENSG00000085563.10 0.095331 0.043693 ENSG00000085563
THAP9 ENSG00000168152.8 0.099968 0.048438 ENSG00000168152
CD36 ENSG00000135218.13 0.208861 0.062525 ENSG00000135218
CAMKK2 ENSG00000110931.14 0.219382 0.066917 ENSG00000110931
HIBCH ENSG00000198130.10 0.372653 0.06628 ENSG00000198130
SETDB2 ENSG00000136169.12 0.25244 0.060885 ENSG00000136169
TTC37 ENSG00000198677.6 0.128025 0.055087 ENSG00000198677
RPP14 ENSG00000163684.6 0.193787 0.055511 ENSG00000163684
DLX4 ENSG00000108813.9 0.152635 0.058376 ENSG00000108813
EIF3C ENSG00000184110.10 0.182958 0.057891 ENSG00000184110
SYT15 ENSG00000204176.8 0.096916 0.044783 ENSG00000204176
EXOSC6 ENSG00000223496.1 0.557858 0.062203 ENSG00000223496
ZNF835 ENSG00000127903.12 0.142489 0.053551 ENSG00000127903
CAMLG ENSG00000164615.3 0.255213 0.063732 ENSG00000164615
SLC2A9 ENSG00000109667.7 0.192827 0.056129 ENSG00000109667
TMEM41B ENSG00000166471.6 0.08196 0.040177 ENSG00000166471
PLEKHA6 ENSG00000143850.8 0.344214 0.063594 ENSG00000143850
SPA17 ENSG00000064199.2 0.119919 0.05532 ENSG00000064199
MRPL14 ENSG00000180992.5 0.389359 0.063404 ENSG00000180992
